text_id,text,emotion,Annotator-1,Annotator-2,Annotator-3,Annotator-4,Annotator-5,Annotator-6,Annotator-7,Annotator-8,Annotator-9,Annotator-10
11,الراوي: في دار سبيطار، كان عمر يجيب الخبز من عند يمينة .كانت تجيب قفة كبيرة من السوق كل صباح و عمر كان يشريلها، يعمرلها الماء من العين، يديلها الخبز للفران، ... و يمينة كانت تعطيه طرف خبز ساعات مع فاكية ولا فلفل مشوي و ساعات مع شوية لحم ولا سردينة مقلية، ... في وقت الماكلة كي كان يجيها عمر كانت تدخله تحطله طبسي ماكلة و الخبز.,Disgust,0,0,0,0,0,0,0,0,,
11,الراوي: في دار سبيطار، كان عمر يجيب الخبز من عند يمينة .كانت تجيب قفة كبيرة من السوق كل صباح و عمر كان يشريلها، يعمرلها الماء من العين، يديلها الخبز للفران، ... و يمينة كانت تعطيه طرف خبز ساعات مع فاكية ولا فلفل مشوي و ساعات مع شوية لحم ولا سردينة مقلية، ... في وقت الماكلة كي كان يجيها عمر كانت تدخله تحطله طبسي ماكلة و الخبز.,Surprise,0,0,0,0,0,0,0,0,,
12,"(يمينة:) ""كول يا وليدي.""",Joy,0,2,0,0,0,1,2,0,3,
12,"(يمينة:) ""كول يا وليدي.""",Fear,0,0,0,0,0,0,0,0,0,
12,"(يمينة:) ""كول يا وليدي.""",Anger,0,1,0,0,0,0,0,0,0,
12,"(يمينة:) ""كول يا وليدي.""",Sadness,2,1,0,0,0,1,0,0,0,
12,"(يمينة:) ""كول يا وليدي.""",Disgust,0,0,0,0,0,0,0,0,0,
12,"(يمينة:) ""كول يا وليدي.""",Surprise,0,0,0,0,0,0,0,0,0,
13,الراوي: كانت تخليه و تروح لبيت واحدة اخرى. صح كانت تعطيه الفضلة من اللي بقى بصح ماكلة نقية و ما كانتش تذله.,Joy,3,3,0,0,0,0,0,3,,
13,الراوي: كانت تخليه و تروح لبيت واحدة اخرى. صح كانت تعطيه الفضلة من اللي بقى بصح ماكلة نقية و ما كانتش تذله.,Fear,0,0,0,0,0,0,0,0,,
13,الراوي: كانت تخليه و تروح لبيت واحدة اخرى. صح كانت تعطيه الفضلة من اللي بقى بصح ماكلة نقية و ما كانتش تذله.,Anger,0,0,0,0,0,0,3,0,,
13,الراوي: كانت تخليه و تروح لبيت واحدة اخرى. صح كانت تعطيه الفضلة من اللي بقى بصح ماكلة نقية و ما كانتش تذله.,Sadness,0,1,0,0,2,0,0,0,,
13,الراوي: كانت تخليه و تروح لبيت واحدة اخرى. صح كانت تعطيه الفضلة من اللي بقى بصح ماكلة نقية و ما كانتش تذله.,Disgust,0,1,0,0,0,0,0,0,,
13,الراوي: كانت تخليه و تروح لبيت واحدة اخرى. صح كانت تعطيه الفضلة من اللي بقى بصح ماكلة نقية و ما كانتش تذله.,Surprise,0,0,0,0,0,0,0,0,,
14,"عمر: ""هذا هو الفطور؟""",Joy,0,0,0,0,0,0,0,0,,
14,"عمر: ""هذا هو الفطور؟""",Fear,0,0,0,0,0,0,0,0,,
14,"عمر: ""هذا هو الفطور؟""",Anger,1,0,0,3,0,0,0,0,,
14,"عمر: ""هذا هو الفطور؟""",Sadness,1,0,0,0,0,0,2,0,,
14,"عمر: ""هذا هو الفطور؟""",Disgust,1,0,0,2,0,0,0,2,,
14,"عمر: ""هذا هو الفطور؟""",Surprise,3,0,1,3,2,3,0,2,,
15,"عيني تقشر في الكرافس: ""إيه هذا هو الفطور.""",Joy,0,1,0,0,0,0,0,0,,
15,"عيني تقشر في الكرافس: ""إيه هذا هو الفطور.""",Fear,0,0,0,0,0,0,0,0,,
15,"عيني تقشر في الكرافس: ""إيه هذا هو الفطور.""",Anger,3,2,0,1,1,0,0,2,,
15,"عيني تقشر في الكرافس: ""إيه هذا هو الفطور.""",Sadness,3,1,0,0,0,0,2,0,,
15,"عيني تقشر في الكرافس: ""إيه هذا هو الفطور.""",Disgust,0,1,0,0,0,0,0,0,,
15,"عيني تقشر في الكرافس: ""إيه هذا هو الفطور.""",Surprise,0,0,0,0,0,3,0,0,,
16,"عمر: ""وقتاش رايحين ناكلو؟ هاي الحداش و نص.""",Joy,0,0,0,0,0,0,0,0,,
16,"عمر: ""وقتاش رايحين ناكلو؟ هاي الحداش و نص.""",Fear,0,0,0,0,0,0,0,0,,
16,"عمر: ""وقتاش رايحين ناكلو؟ هاي الحداش و نص.""",Anger,3,2,0,0,2,3,0,2,,
16,"عمر: ""وقتاش رايحين ناكلو؟ هاي الحداش و نص.""",Sadness,3,2,0,0,0,0,3,1,,
16,"عمر: ""وقتاش رايحين ناكلو؟ هاي الحداش و نص.""",Disgust,0,0,0,0,0,0,0,0,,
16,"عمر: ""وقتاش رايحين ناكلو؟ هاي الحداش و نص.""",Surprise,0,0,0,0,0,0,0,0,,
17,"عيني: ""تاكلوا كي يوجد.""",Joy,0,0,0,0,0,0,0,0,,
17,"عيني: ""تاكلوا كي يوجد.""",Fear,0,0,0,0,0,0,0,0,,
17,"عيني: ""تاكلوا كي يوجد.""",Anger,3,2,0,0,1,0,0,2,,
17,"عيني: ""تاكلوا كي يوجد.""",Sadness,0,0,0,0,0,0,0,0,,
17,"عيني: ""تاكلوا كي يوجد.""",Disgust,0,0,0,0,0,0,0,2,,
17,"عيني: ""تاكلوا كي يوجد.""",Surprise,0,0,0,0,0,0,0,0,,
18,"عمر: ""ينعل بابات و يمات هاذ الكرافس.""",Joy,0,0,0,0,0,0,0,0,,
18,"عمر: ""ينعل بابات و يمات هاذ الكرافس.""",Fear,0,0,0,0,0,0,0,0,,
18,"عمر: ""ينعل بابات و يمات هاذ الكرافس.""",Anger,3,2,3,3,3,3,3,3,,
18,"عمر: ""ينعل بابات و يمات هاذ الكرافس.""",Sadness,2,0,0,0,0,0,0,3,,
18,"عمر: ""ينعل بابات و يمات هاذ الكرافس.""",Disgust,3,0,0,3,0,0,0,3,,
18,"عمر: ""ينعل بابات و يمات هاذ الكرافس.""",Surprise,0,0,0,0,0,0,0,0,,
19,"عيني: "" روح! الرجال ماشي مديورين باش يقعدوا في الدار.""",Joy,0,0,0,0,0,0,0,0,,
19,"عيني: "" روح! الرجال ماشي مديورين باش يقعدوا في الدار.""",Fear,0,0,0,0,0,0,0,0,,
19,"عيني: "" روح! الرجال ماشي مديورين باش يقعدوا في الدار.""",Anger,3,0,3,3,2,0,2,3,,
19,"عيني: "" روح! الرجال ماشي مديورين باش يقعدوا في الدار.""",Sadness,0,0,0,0,0,0,0,0,,
19,"عيني: "" روح! الرجال ماشي مديورين باش يقعدوا في الدار.""",Disgust,3,0,0,3,0,0,0,3,,
19,"عيني: "" روح! الرجال ماشي مديورين باش يقعدوا في الدار.""",Surprise,0,0,0,0,0,0,0,0,,
20,الراوي: عيني (يماه) كانت تخمم في سي صالح مول الدار اللي كان يكره الدراري. ماكانش يخلي اولاد اللي ساكنين يلعبوا في السحين و كي ما يكونش في الدار مرته لي تعيط عليهم. عمر ما حبش يخرج مالا عيني عيطت.,Joy,0,0,0,0,0,0,0,0,0,
20,الراوي: عيني (يماه) كانت تخمم في سي صالح مول الدار اللي كان يكره الدراري. ماكانش يخلي اولاد اللي ساكنين يلعبوا في السحين و كي ما يكونش في الدار مرته لي تعيط عليهم. عمر ما حبش يخرج مالا عيني عيطت.,Fear,3,2,0,0,3,2,0,0,2,
20,الراوي: عيني (يماه) كانت تخمم في سي صالح مول الدار اللي كان يكره الدراري. ماكانش يخلي اولاد اللي ساكنين يلعبوا في السحين و كي ما يكونش في الدار مرته لي تعيط عليهم. عمر ما حبش يخرج مالا عيني عيطت.,Anger,3,3,2,2,0,3,0,0,3,
20,الراوي: عيني (يماه) كانت تخمم في سي صالح مول الدار اللي كان يكره الدراري. ماكانش يخلي اولاد اللي ساكنين يلعبوا في السحين و كي ما يكونش في الدار مرته لي تعيط عليهم. عمر ما حبش يخرج مالا عيني عيطت.,Sadness,3,1,0,0,0,0,0,1,0,
20,الراوي: عيني (يماه) كانت تخمم في سي صالح مول الدار اللي كان يكره الدراري. ماكانش يخلي اولاد اللي ساكنين يلعبوا في السحين و كي ما يكونش في الدار مرته لي تعيط عليهم. عمر ما حبش يخرج مالا عيني عيطت.,Disgust,3,0,0,0,0,0,0,1,0,
20,الراوي: عيني (يماه) كانت تخمم في سي صالح مول الدار اللي كان يكره الدراري. ماكانش يخلي اولاد اللي ساكنين يلعبوا في السحين و كي ما يكونش في الدار مرته لي تعيط عليهم. عمر ما حبش يخرج مالا عيني عيطت.,Surprise,0,0,0,0,0,0,0,0,0,
21,"عيني: "" ما تحشمش يا واحد البنيتة!""",Joy,0,0,0,0,0,0,0,0,,
21,"عيني: "" ما تحشمش يا واحد البنيتة!""",Fear,0,2,0,0,0,0,0,0,,
21,"عيني: "" ما تحشمش يا واحد البنيتة!""",Anger,3,3,0,3,2,3,1,3,,
21,"عيني: "" ما تحشمش يا واحد البنيتة!""",Sadness,0,2,0,0,0,0,0,0,,
21,"عيني: "" ما تحشمش يا واحد البنيتة!""",Disgust,3,3,0,0,0,0,0,3,,
21,"عيني: "" ما تحشمش يا واحد البنيتة!""",Surprise,0,3,0,0,0,0,0,0,,
22,الراوي: كملت تعيط، شداته من الذراع و رمات عليه بواش كانت تنقي الكرافس مالا ما قدرش، ساغ، و هرب.,Joy,0,0,0,0,0,0,0,0,,
22,الراوي: كملت تعيط، شداته من الذراع و رمات عليه بواش كانت تنقي الكرافس مالا ما قدرش، ساغ، و هرب.,Fear,2,2,0,3,0,3,0,3,,
22,الراوي: كملت تعيط، شداته من الذراع و رمات عليه بواش كانت تنقي الكرافس مالا ما قدرش، ساغ، و هرب.,Anger,3,0,3,3,3,3,2,3,,
22,الراوي: كملت تعيط، شداته من الذراع و رمات عليه بواش كانت تنقي الكرافس مالا ما قدرش، ساغ، و هرب.,Sadness,0,0,0,0,0,0,0,3,,
22,الراوي: كملت تعيط، شداته من الذراع و رمات عليه بواش كانت تنقي الكرافس مالا ما قدرش، ساغ، و هرب.,Disgust,0,0,0,0,0,0,0,3,,
22,الراوي: كملت تعيط، شداته من الذراع و رمات عليه بواش كانت تنقي الكرافس مالا ما قدرش، ساغ، و هرب.,Surprise,2,0,0,3,0,0,0,0,,
23,"عمر لڤيستا كاكي (ولد): ""أغلق عينيك و حل فمك."" و اعطاه حبة حلوى خرجها من جيبه و راح.",Joy,1,0,1,3,1,0,2,2,,
23,"عمر لڤيستا كاكي (ولد): ""أغلق عينيك و حل فمك."" و اعطاه حبة حلوى خرجها من جيبه و راح.",Fear,1,0,0,0,0,0,0,0,,
23,"عمر لڤيستا كاكي (ولد): ""أغلق عينيك و حل فمك."" و اعطاه حبة حلوى خرجها من جيبه و راح.",Anger,0,0,0,0,0,0,0,0,,
23,"عمر لڤيستا كاكي (ولد): ""أغلق عينيك و حل فمك."" و اعطاه حبة حلوى خرجها من جيبه و راح.",Sadness,0,0,0,0,0,0,0,0,,
23,"عمر لڤيستا كاكي (ولد): ""أغلق عينيك و حل فمك."" و اعطاه حبة حلوى خرجها من جيبه و راح.",Disgust,0,0,0,0,0,0,0,0,,
23,"عمر لڤيستا كاكي (ولد): ""أغلق عينيك و حل فمك."" و اعطاه حبة حلوى خرجها من جيبه و راح.",Surprise,2,0,0,3,0,0,0,3,,
24,الراوي: في المسيد كانوا كاينين اولاد المرفهين. واحد منهم واسمو ادريس بلخوجة. كان يجيب معاه الحلوى ماشي برك الخبز. ادريس بلخوجة كان يتّكى على الحيط او الدراري دايرين بيه ياكل و هما ساعات يحبطوا يطموا الفتات. ادريس بلخوجة عمره ما كان يمدلهم ياكلوا وعمر ما كانش يفهم وعلاش يدوروا بيه هكذا.,Joy,0,3,0,0,0,0,0,0,,
24,الراوي: في المسيد كانوا كاينين اولاد المرفهين. واحد منهم واسمو ادريس بلخوجة. كان يجيب معاه الحلوى ماشي برك الخبز. ادريس بلخوجة كان يتّكى على الحيط او الدراري دايرين بيه ياكل و هما ساعات يحبطوا يطموا الفتات. ادريس بلخوجة عمره ما كان يمدلهم ياكلوا وعمر ما كانش يفهم وعلاش يدوروا بيه هكذا.,Fear,0,1,0,0,0,0,0,0,,
24,الراوي: في المسيد كانوا كاينين اولاد المرفهين. واحد منهم واسمو ادريس بلخوجة. كان يجيب معاه الحلوى ماشي برك الخبز. ادريس بلخوجة كان يتّكى على الحيط او الدراري دايرين بيه ياكل و هما ساعات يحبطوا يطموا الفتات. ادريس بلخوجة عمره ما كان يمدلهم ياكلوا وعمر ما كانش يفهم وعلاش يدوروا بيه هكذا.,Anger,3,1,0,0,0,0,3,2,,
24,الراوي: في المسيد كانوا كاينين اولاد المرفهين. واحد منهم واسمو ادريس بلخوجة. كان يجيب معاه الحلوى ماشي برك الخبز. ادريس بلخوجة كان يتّكى على الحيط او الدراري دايرين بيه ياكل و هما ساعات يحبطوا يطموا الفتات. ادريس بلخوجة عمره ما كان يمدلهم ياكلوا وعمر ما كانش يفهم وعلاش يدوروا بيه هكذا.,Sadness,3,2,0,0,3,0,0,3,,
24,الراوي: في المسيد كانوا كاينين اولاد المرفهين. واحد منهم واسمو ادريس بلخوجة. كان يجيب معاه الحلوى ماشي برك الخبز. ادريس بلخوجة كان يتّكى على الحيط او الدراري دايرين بيه ياكل و هما ساعات يحبطوا يطموا الفتات. ادريس بلخوجة عمره ما كان يمدلهم ياكلوا وعمر ما كانش يفهم وعلاش يدوروا بيه هكذا.,Disgust,3,1,0,0,0,0,0,3,,
24,الراوي: في المسيد كانوا كاينين اولاد المرفهين. واحد منهم واسمو ادريس بلخوجة. كان يجيب معاه الحلوى ماشي برك الخبز. ادريس بلخوجة كان يتّكى على الحيط او الدراري دايرين بيه ياكل و هما ساعات يحبطوا يطموا الفتات. ادريس بلخوجة عمره ما كان يمدلهم ياكلوا وعمر ما كانش يفهم وعلاش يدوروا بيه هكذا.,Surprise,0,1,0,0,0,0,0,0,,
25,عمر كان يخمم: بالاك يقادروه خاطرش ياكل حتى يشبع؟ ولا كانوا مخلوعين من القوة لي تخرج من واحد بهلول و جايح؟,Joy,0,0,0,0,0,0,0,0,,
25,عمر كان يخمم: بالاك يقادروه خاطرش ياكل حتى يشبع؟ ولا كانوا مخلوعين من القوة لي تخرج من واحد بهلول و جايح؟,Fear,1,0,0,0,0,2,0,0,,
25,عمر كان يخمم: بالاك يقادروه خاطرش ياكل حتى يشبع؟ ولا كانوا مخلوعين من القوة لي تخرج من واحد بهلول و جايح؟,Anger,2,0,0,3,0,0,0,2,,
25,عمر كان يخمم: بالاك يقادروه خاطرش ياكل حتى يشبع؟ ولا كانوا مخلوعين من القوة لي تخرج من واحد بهلول و جايح؟,Sadness,0,0,0,0,0,0,0,0,,
25,عمر كان يخمم: بالاك يقادروه خاطرش ياكل حتى يشبع؟ ولا كانوا مخلوعين من القوة لي تخرج من واحد بهلول و جايح؟,Disgust,2,0,0,3,0,0,2,3,,
25,عمر كان يخمم: بالاك يقادروه خاطرش ياكل حتى يشبع؟ ولا كانوا مخلوعين من القوة لي تخرج من واحد بهلول و جايح؟,Surprise,0,0,0,2,2,0,0,0,,
26,الراوي: ادريس بلخوجة كان يشري الحمص و القرنطيطة و الحلوى و كان يجيب معاه حتى الدراهم. كان يشري 5 6 كورنيات حمص و يمد لاصحابه بالحبة و اذا يشكيو ولا يتمسخروا يعيط اكثر منهم.,Joy,0,0,1,3,0,2,0,0,2,
26,الراوي: ادريس بلخوجة كان يشري الحمص و القرنطيطة و الحلوى و كان يجيب معاه حتى الدراهم. كان يشري 5 6 كورنيات حمص و يمد لاصحابه بالحبة و اذا يشكيو ولا يتمسخروا يعيط اكثر منهم.,Fear,0,0,1,0,0,0,0,0,0,
26,الراوي: ادريس بلخوجة كان يشري الحمص و القرنطيطة و الحلوى و كان يجيب معاه حتى الدراهم. كان يشري 5 6 كورنيات حمص و يمد لاصحابه بالحبة و اذا يشكيو ولا يتمسخروا يعيط اكثر منهم.,Anger,0,0,2,2,0,0,0,3,3,
26,الراوي: ادريس بلخوجة كان يشري الحمص و القرنطيطة و الحلوى و كان يجيب معاه حتى الدراهم. كان يشري 5 6 كورنيات حمص و يمد لاصحابه بالحبة و اذا يشكيو ولا يتمسخروا يعيط اكثر منهم.,Sadness,0,0,0,0,0,0,0,0,0,
26,الراوي: ادريس بلخوجة كان يشري الحمص و القرنطيطة و الحلوى و كان يجيب معاه حتى الدراهم. كان يشري 5 6 كورنيات حمص و يمد لاصحابه بالحبة و اذا يشكيو ولا يتمسخروا يعيط اكثر منهم.,Disgust,0,0,0,2,2,1,0,0,0,
