id,text,Anger,Fear,Joy,Sadness,Surprise
eng_train_track_a_00038,"**Elderly man**: Well, there's a lot of them colored folks working there, and I just didn't feel safe leaving it with them.",1,1,0,1,0
eng_train_track_a_00039,He was just plain GONE into thin air.,0,1,0,1,1
eng_train_track_a_00040,"My elbow has some roadrash, once again through the jacket.",0,1,0,0,0
eng_train_track_a_00041,I yell but I can't help but feel a sharp stave in my chest.,0,1,0,1,0
eng_train_track_a_00042,"throwing my legs out 45 degrees, i smiled and said `` wheeeeee ''.",0,0,1,0,0
eng_train_track_a_00043,Spirit-search my heart,0,0,0,0,0
eng_train_track_a_00044,"Long story short, we probably saw incoming meteorites with very steep angles of attack.",0,1,0,0,1
eng_train_track_a_00045,"*Creepy/unnerving* that is, and just weird.",0,1,0,0,1
eng_train_track_a_00046,Dad on the warpath.,1,1,0,0,0
eng_train_track_a_00047,"Now with my brain the way it is ( read: fried ), I had quite a difficult time coming up with one for this week.",0,1,0,1,0
eng_train_track_a_00048,I love telling this story.,0,0,1,0,0
eng_train_track_a_00049,""" and turns away, falling back asleep.",0,0,1,1,0
eng_train_track_a_00050,"The Spot on my ear was bot good, but not alarming.",0,0,0,0,0
eng_train_track_a_00051,"Overall it was a pleasant night, with three standout incidents.",0,0,1,0,0
eng_train_track_a_00052,I watched out of the corner of my eye as this man began to come up on my side of the car.,0,1,0,0,1
eng_train_track_a_00053,Prior to the opening of the hunting season in the autumn (when the whole hunting collective/club goes to hunt together) we go hunting alone.,0,1,0,0,0
eng_train_track_a_00054,"Once, while lying in bed falling asleep, I felt that the zombie apocalypse was beginning at that very moment.",0,1,0,0,1
eng_train_track_a_00055,"probably towed by now"".",0,1,0,0,0
eng_train_track_a_00056,I turned around so I could see my back.,0,0,0,0,1
eng_train_track_a_00057,"He looked over my face, my chest, and slowly down, one hand pulling open the tie on my robe.",0,0,0,0,0
eng_train_track_a_00058,Lots of profanity and screaming.,1,1,0,0,0
eng_train_track_a_00059,& # x 26; nbsp; The rocks were so slippery and I kept bending my ankle between rocks.,0,1,0,0,0
eng_train_track_a_00060,I almost envy them; being an actual teenager in this era means that I have a world-weary ennui on my shoulders.,0,0,0,1,0
eng_train_track_a_00061,"&lt;3 Hopefully we'll meet in person eventually, but we live 9000 miles apart and neither of us have much money.",0,1,1,1,0
eng_train_track_a_00062,My parents took me up there for my 16th birthday.,0,0,1,0,0
eng_train_track_a_00063,"Now, we just gotta get it home.",0,0,1,0,0
eng_train_track_a_00064,After about 30 seconds something in my brain clicked and seemed to indicate to me that my front door does not in fact open by pushing the button repeatedly on my car's key less entry thingie.,0,0,1,0,1
eng_train_track_a_00065,I've never gone back.,0,1,0,1,0
eng_train_track_a_00066,"after the half day practice on wednesday, my arms were literally black and blue!",0,1,0,1,0
eng_train_track_a_00067,"I heard and felt my rib give where it was recently cracked, and I'm pretty certain it cracked again.",0,1,0,1,0
eng_train_track_a_00068,"`` I zip up the tote back quickly, throw it onto my shoulder and grab up the other, larger bag.",0,0,1,0,0
eng_train_track_a_00069,Apparently the aftermath of the clogged toilet was pretty gruesome.,0,1,0,0,1
eng_train_track_a_00070,I immediately realized what had happened and tried to cover it up by gasping.,0,1,0,0,1
eng_train_track_a_00071,Scary going up but terrifying going down into awful LA traffic.,0,1,0,0,0
eng_train_track_a_00072,Just helping a kid.,0,0,1,0,0
eng_train_track_a_00073,"I bit down on my lower lip, trying as hard as I can to force back another lump in my throat.",0,0,0,1,0
eng_train_track_a_00074,I couldn't sleep last night for the adrenaline running through my veins.,0,1,0,0,0
eng_train_track_a_00075,We wanted to put off going down route thumper (Never went through without being hit) well we had too anyway.,0,1,0,0,0
eng_train_track_a_00076,"It is a huge property with an 1850's settlement house, large interpretive/nature center, replica native american village, and about 100 acres of old growth oak forrest with hiking trails.",0,0,1,0,1
eng_train_track_a_00077,"I cried my eyes out in fifth period, much to Carnell and Natasha's displeasure.",0,0,0,1,0
eng_train_track_a_00078,eventually i fell asleep on the floor of her closet.,0,1,0,1,0
eng_train_track_a_00079,How stupid of him.,1,0,0,0,0
eng_train_track_a_00080,His stepdad is practically his real dad.,0,0,1,0,0
eng_train_track_a_00081,"i'm like amused by the auntie who's holding my arm all the way, and i'm thinking of all the weird pictures i took with yongqing, then i remembered my flying eyebrows, and my smile = & %!",0,0,1,0,0
eng_train_track_a_00082,"Then there are the scabs, scratches and depressive scars all over my legs.",0,1,0,1,0
eng_train_track_a_00083,Yea I'm with you there man.,0,0,1,0,0
eng_train_track_a_00084,"I don't know what it is about my mouth, but it holds onto colour for AGES.",0,0,1,0,0
eng_train_track_a_00085,"As we were winding our way up the steep hill leading to the cemetery, out of the corner of my eye, I caught a glimpse of a bird coming right at my car, a bird with a HUGE wing-span.",0,1,0,0,1
eng_train_track_a_00086,"Made sense, they removed all identifiable information.",0,0,0,0,1
eng_train_track_a_00087,We were too in shock to scream.,0,1,0,0,1
eng_train_track_a_00088,"But, it fits my head.",0,0,1,0,0
eng_train_track_a_00089,That's messed up.,1,0,0,0,1
eng_train_track_a_00090,"""That's were those people went missing"".",0,1,0,1,1
eng_train_track_a_00091,"No sidewalk, just a simple two way, single lane street with crazy traffic going either direction.",0,1,0,0,0
eng_train_track_a_00092,"I saw some of the girls staring but they didn't say anything, well not to my face.",0,0,0,0,0
eng_train_track_a_00093,"I didn't notice either that I was still sitting on the floor, the rug pattern branded on my knees.",0,0,0,1,0
eng_train_track_a_00094,One season they were really nasty and management seemed to not care when we brought it to their attention.,1,0,0,1,0
eng_train_track_a_00095,Both times catastrophically embarrassing for me.,0,1,0,1,0
eng_train_track_a_00096,He took the picture and followed the giggling.,0,1,1,0,1
eng_train_track_a_00097,"My nose was mashed against my face, I was in complete darkness, and the only way to breathe was the oxygen coming in through that tiny eyelet at my mouth.",0,1,0,1,0
eng_train_track_a_00098,Immediately I regretted leaving behind my sunglasses as my eyes switched to squint mode to protect themselves.,0,1,0,0,0
eng_train_track_a_00099,"I was eating and drinking well, my legs felt fresh, and other than a twinge in my achilles tendon, I felt on the ball.",0,0,1,0,0
eng_train_track_a_00100,"I woke up, brushed my teeth, and started to play a little maple story.",0,0,1,0,0
eng_train_track_a_00101,"Back to my dear old pals at the walk-in clinic to get a prescription for better eyedrops.Oh, and my throat hurts like hell again.",0,1,0,1,0
eng_train_track_a_00102,"Creepy place, never been a fan.",0,1,0,0,0
eng_train_track_a_00103,Today I must do the dreaded studying: ( Blarg.I did a bit last night ( some review ) and it is amazing how quickly this shit leaves my brain after taking 1.5 days off from it.,1,1,0,1,0
eng_train_track_a_00104,It was decent music but felt so much like just someone hit play on a playlist with commercials and walked away.,0,0,0,0,0
eng_train_track_a_00105,"After the humiliation and my husband laughing uncontrollably at me, my nails remained perfectly intact.",1,0,0,1,0
eng_train_track_a_00106,"As I jogged down the street, I noticed that the snow was blowing straight into my eyes.",0,1,0,0,1
eng_train_track_a_00107,"`` Mom, I am so cold, mostly my hands are so cold.",0,1,0,0,0
eng_train_track_a_00108,"Me nude on facebook, already two comments.",0,1,0,0,1
eng_train_track_a_00109,It broke my heart and nearly ruined me.,0,1,0,1,0
eng_train_track_a_00110,My lungs were still taking in air as I breathed.,0,0,0,0,0
eng_train_track_a_00111,"I whimpered, and my heels started pounding against the hardwood floor.",0,1,0,0,0
eng_train_track_a_00112,"So, my father owns a insurance agency.",0,0,0,0,0
eng_train_track_a_00113,"We were both interested in astronomy, so we'd often just sit on a bench, and literally stare into space.",0,0,1,0,0
eng_train_track_a_00114,""" The black family behind me looked mortified.",0,1,0,1,1
eng_train_track_a_00115,"My arms reached forward, and I grabbed on to his leg.",0,0,0,0,0
eng_train_track_a_00116,"Can't beat OP, but my life is the epitome of awkward.",0,1,1,1,0
eng_train_track_a_00117,"Nope, and they wouldn't let me leave the dog without paying.",1,1,0,0,1
eng_train_track_a_00118,Not worth the risk.,0,1,0,1,0
eng_train_track_a_00119,"I ( so far today ) have dislocated my shoulder, burned myself on hot oil, had a migraine, had a sinus headache, dislocated my wrist, and fell down ten stairs made of wood.",0,1,0,1,0
eng_train_track_a_00120,"Hahaha but can't blame me, my nose was blocked i can't breathe properly la.",0,1,0,0,0
eng_train_track_a_00121,"I was partly dehydrated, and partly `` festive '' and was sitting in my chair with my feet in the pool, drinking water, wanting to take a nap.",0,0,1,0,0
eng_train_track_a_00122,"""   best friends ever since",0,0,1,0,0
eng_train_track_a_00123,He then reached across with one of his front paws and put it around my arm.,0,0,0,0,0
eng_train_track_a_00124,"In my head, I was like... this is shit!",1,1,0,0,0
eng_train_track_a_00125,The tree starts shrinking.,0,1,0,0,1
eng_train_track_a_00126,I did most of the skills ok but when I had to remove my mask I paniced and couldnt breathe properly and the instructor had to pinch my nose to help me!,0,1,0,0,0
eng_train_track_a_00127,We haven't talked about it since.,0,0,0,1,0
eng_train_track_a_00128,It reminds me of the pain I always felt with the pain in my back.,0,1,0,1,0
eng_train_track_a_00129,"You could not see a foot in front of you and I practically cried getting to the bottom because the wind and snow was literally burning my face, lol.",0,1,0,1,0
eng_train_track_a_00130,"I did manage to remember to hang out the washing, but only because the annoying beeping sound the washer makes when its finished a cycle finally filtered into my brain and started to irritate me enough that I couldn't ignore it any longer.",1,1,0,0,0
eng_train_track_a_00131,"Ah, to close my eyes and let time fly by, Because there's so much to gain By forgetting these dreams driving me insane.",0,1,0,1,0
eng_train_track_a_00132,( HUGE grin on my face now. ),0,0,1,0,0
eng_train_track_a_00133,"I had it done on my arm, of course the one I use, so doing every thing with my other one is pretty weird.",0,0,0,0,0
eng_train_track_a_00134,"The starfish lay by my feet, its back turned to me.",0,0,0,0,0
eng_train_track_a_00135,I bawled my eyes out when Wait.,0,0,0,1,0
eng_train_track_a_00136,"It was damp, dark, and dirty.",0,1,0,0,0
eng_train_track_a_00137,I can never forget it.,0,1,0,1,0
eng_train_track_a_00138,so we all stood up clapped and cheered!,0,0,1,0,1
eng_train_track_a_00139,"I live completely alone, and as I pull the popcorn out of the pantry, I hear an ominously distinct ""SSSSHHHH"" sound.",0,1,0,0,1
eng_train_track_a_00140,"I should interject here, that I prayed on my knees at the alter for a diagnosis at the church of the nazarene-ONE week before this happened... and then three days ago, my doctor sat me down and showed me my lab tests and gave me the pheochromocytoma word, and the two specialist referrals, looked at me and said `` I'm going to get you your life back.",0,1,1,1,0
eng_train_track_a_00141,The funeral home has since been shut down.,0,1,0,1,1
eng_train_track_a_00142,I didn't look out of my hands.,0,1,0,0,0
eng_train_track_a_00143,"Sometimes, the journey there is just as important.",0,0,1,0,0
eng_train_track_a_00144,"The Air Canada lady patted my hand and called me `` dear '', too.",0,0,1,0,0
eng_train_track_a_00145,And these were brutal wounds.,1,1,0,1,1
eng_train_track_a_00146,under my skin the itch is unscratched.,0,1,0,0,0
eng_train_track_a_00147,"She laughs, because she's so very nervous.",0,1,1,0,0
eng_train_track_a_00148,I make it a habit of sitting with my back facing a wall so I could see everything and everyone.,0,1,0,0,0
eng_train_track_a_00149,"my grandma, my mom, my grandaunt, my aunt, my sister I CRIED and WEPT in my sleep... I just shook and sobbed and sniffled... then I woke up and my eyes were wet.",0,1,0,1,0
eng_train_track_a_00150,He looked completely lost.,0,1,0,1,0
eng_train_track_a_00151,I was wearing 45spf sunscreen and I still got some colour on my forearms.,0,1,0,0,0
eng_train_track_a_00152,my lungs and chest have hurt for 6 days straight.,0,1,0,1,0
eng_train_track_a_00153,"' To be honest I don't know why I set out into the dark, yesterday's letter clutched in my palm.",0,1,0,0,0
eng_train_track_a_00154,I pushed those thoughts out of my head and told myself I was being paranoid.,0,1,0,0,0
eng_train_track_a_00155,"It expresses what I feel in my soul, what I hear in my head, and what I see when I shut my eyes in silence.",0,0,1,0,0
eng_train_track_a_00156,"My mouth started buzzing, then fingers, arms and legs.",0,1,0,0,0
eng_train_track_a_00157,i've got the tug happening in my chest.,0,1,0,0,0
eng_train_track_a_00158,"I see two small ""children"", floating about 4 ft. away from me.",0,1,0,0,1
eng_train_track_a_00159,""" staring dead at my ex.",1,1,0,1,0
eng_train_track_a_00160,We stop dead in our tracks.,0,1,0,0,1
eng_train_track_a_00161,""" I thought she was going to throw her coffee at me.",1,1,0,0,1
eng_train_track_a_00162,I nodded my head excitedly.,0,0,1,0,0
eng_train_track_a_00163,"Because neither of us could drive, he also had to go to dinner with the other two beforehand and meet up with me at the show.",0,1,0,0,0
eng_train_track_a_00164,Then the cop shows up.,0,1,0,0,1
eng_train_track_a_00165,$2K+ gone right there.,1,1,0,1,1
eng_train_track_a_00166,"But early in the morning, say five or six, they all fell asleep.",0,0,0,0,0
eng_train_track_a_00167,"determined well, i've been going to the gym a little over three weeks now, and i've lost eight pounds, and roughly twelve inches total-about three from my waist, two and a half from my hips, a half inch from each thigh, and four total from my... um... upper torso area... anyway, it feels awesome.",0,0,1,0,0
eng_train_track_a_00168,I got to babysit my grandson but my back hurt the next day.,0,0,1,1,0
eng_train_track_a_00169,"It worked, I was scared shitless for the rest of the visit.",0,1,0,0,0
eng_train_track_a_00170,The first thought that came into my head was that I needed to go to work as soon as possible.,0,1,0,0,0
eng_train_track_a_00171,40 minutes of genuinely thinking it's quite possible I may never leave those woods.,0,1,0,1,0
eng_train_track_a_00172,but bigger and about six foot of the floor.,0,1,0,0,1
eng_train_track_a_00173,You can tell he puts *a lot* of time into it.,0,0,1,0,0
eng_train_track_a_00174,Nobody disagreed with red carding the coach.,0,0,0,0,0
eng_train_track_a_00175,You know what happens when I get one of these stupid ideas in my head.,1,1,0,0,0
eng_train_track_a_00176,"Oh my god, okay.",0,1,1,0,1
eng_train_track_a_00177,"now i have a bad habit of wearing my heart on my sleave, and jumping to the possiblity of a girlfriend too quickley.",0,1,0,1,0
eng_train_track_a_00178,Eight inches here Nine inches there My feet in the snow.,0,1,0,0,0
eng_train_track_a_00179,Now I can't wait to get my hands on all that wall space!!!,0,0,1,0,0
eng_train_track_a_00180,"I went to the clinic and got looked over and to my amazement, after they swabbed my throat, they didn't find any strep bacteria, even though my throat is really red.",0,1,0,0,1
eng_train_track_a_00181,"{{{Yeah...welcome to being 25, btw...it is awful thus far...but...SHIT at least I get to be 25!",1,1,1,1,1
eng_train_track_a_00182,The object was shaped funny and broken at an odd fracture.,0,1,0,0,1
eng_train_track_a_00183,There's my stoner floor mate with a fucking stun gun.,1,1,0,0,1
eng_train_track_a_00184,I quickly fell asleep.,0,0,1,0,0
eng_train_track_a_00185,"Sad, and creepy huh?",0,1,0,1,1
eng_train_track_a_00186,"First, some background: i am a male, i live in Latvia, my father is a hunter and we occasionally go hunting during the weekends.",0,0,0,0,0
eng_train_track_a_00187,"Most mornings, I was hardly able to move my neck at all until after I'd spent a good 15 minutes letting really hot water pound down on it in the shower.",0,1,0,0,0
eng_train_track_a_00188,never felt so depressed before.,0,0,0,1,0
eng_train_track_a_00189,Either way I was scared for my life that day...,0,1,0,0,0
eng_train_track_a_00190,"i basically have two perceptions of myself, one is that im too sensitive, and the other is that i do nt care enough and that im a narcissist, i debate which one is right in my head and its a daily struggle to figure it out cuz what i decide for that day decides how im gon na act the rest of the day.",1,1,0,1,0
eng_train_track_a_00191,"Almost straight up, cannot tell how high, I saw this weird rainbow.",0,0,1,0,1
eng_train_track_a_00192,"The second time I saw her, she told me she was a registered sex offender.",1,1,0,1,1
eng_train_track_a_00193,It was deleted without any human interaction.,1,0,0,0,1
eng_train_track_a_00194,"I take his word for it, and close my eyes.",0,0,0,0,0
eng_train_track_a_00195,"The ocean wind is cold and howling in my face, easing a sharp stream of tears out of the left eye.",0,1,0,1,0
eng_train_track_a_00196,"Only reason I looked is because some user said ""dreads are cool"".",0,0,1,0,1
eng_train_track_a_00197,"It was absolutely delicious and I enjoyed every bite, trying to push guilty thoughts out of my head, although I couldn't stop thinking all afternoon about how many calories must have been in there!",0,1,1,0,0
eng_train_track_a_00198,"so hard, till my eyes burned.",0,1,0,0,0
eng_train_track_a_00199,I couldnt see his shoes.,0,1,0,0,1
eng_train_track_a_00200,What is even more interesting is that I know exactly how I got this definition.,0,0,1,0,1
eng_train_track_a_00201,Their dad got home just a tad bit early and barged into the room because he heard the moaning.,1,1,0,0,1
eng_train_track_a_00202,"The kissing and touching don't stop, they just get more... interesting.",0,0,1,0,1
eng_train_track_a_00203,"As soon as we stop making distinctions, we eliminate racism.",0,0,1,0,0
eng_train_track_a_00204,It was very weird.,0,1,0,0,1
eng_train_track_a_00205,Just going in circles.,1,1,0,1,0
eng_train_track_a_00206,"Ok, I'll tell you something which is both very creepy and very, very real.",0,1,0,0,1
eng_train_track_a_00207,I threw it onto the ground and cut my hand with it.,1,1,0,0,0
eng_train_track_a_00208,"After dragging myself through all of those sets, my stomach being upset, and my body feeling entirely fatigued $ the LAST thing I wanted to do was hop on the treadmill for some incline walking.",0,1,0,1,0
eng_train_track_a_00209,"This operation removed the interlocking tibial nail from within my right tibia, a long titanium rod which had done a marvellous job of holding my leg together after that awful accident but which was now superfluous, and also the prime suspect in my ongoing pain issues.",0,1,0,1,0
eng_train_track_a_00210,"I ask her to tell me hers first, and she starts telling me how she dreamed the Sears Tower was falling down...",0,1,0,0,1
eng_train_track_a_00211,A smile spread across my face.,0,0,1,0,0
eng_train_track_a_00212,"The two proceeded to grab my body, one at the knees and the other at my shoulders.",0,1,0,0,0
eng_train_track_a_00213,pounding my fists and screaming to a god that is not there; it's sad there had to be a battle sad i had to loose.,1,1,0,1,0
eng_train_track_a_00214,Luckily the security guard is cool with me and let me stay.,0,0,1,0,0
eng_train_track_a_00215,""" ""look... out your window.",0,0,0,0,1
eng_train_track_a_00216,"I didn't realize how sore I was from the whole thing until later, and the not being able to turn my head thing didn't start until yesterday.",0,1,0,0,0
eng_train_track_a_00217,`` I went to put my hand in my pockets and realised what they'd done.,0,1,0,0,0
eng_train_track_a_00218,"The dog barked more, whimpered and whined.",0,1,0,1,0
eng_train_track_a_00219,"I'm now really scared cuz it's moving faster and suddenly, this shadow seems to get out of a crouch position to stand up, and begins to flail it's limbs as it's running towards me.",0,1,0,0,1
eng_train_track_a_00220,A very similar story happened to my grandmother.,0,0,0,0,1
eng_train_track_a_00221,The whole house and the people and the flame seemed to vanish and leave me in an endless darkness as soon as my eyes were closed.,0,1,0,1,0
eng_train_track_a_00222,I know you run a successful store and I really admire that.,0,0,1,0,0
eng_train_track_a_00223,"I sensed, and then saw four short (about 3 feet tall), gray-colored 'beings' with large dark eyes next to my side of the bed (on my left).",0,1,0,0,1
eng_train_track_a_00224,"Still numb.The numbness never left my arm, it was crazy.",0,1,0,1,0
eng_train_track_a_00225,She legged it back to house scared shitless.,0,1,0,0,1
eng_train_track_a_00226,Maybe a bit younger.,0,0,0,0,1
eng_train_track_a_00227,"Once we got them all back into the room, one little girl ( the youngest of this group ) roughly pushed a little boy who was standing near me ( I was sitting with my legs blocking the doorway ) into the door jamb in her attempt to get out.",0,1,0,0,1
eng_train_track_a_00228,"It constantly snarled in the fine hairs on the back of my neck and left red marks on my temples when it snapped, sending the steel tips of the rubber band into my face.",1,1,0,0,1
eng_train_track_a_00229,Open to close person.,0,0,0,0,0
eng_train_track_a_00230,I figure it must have fallen out.,0,1,0,0,1
eng_train_track_a_00231,I was totally and completely fine with the fact that I had just been bludgeoned with a trampoline $ until I saw the blood; the 57 gallons of blood that proceeded to spew out of my face and cover my tiny little body.,0,1,0,1,1
eng_train_track_a_00232,(It was pretty bad).,0,1,0,1,0
eng_train_track_a_00233,"I had been flung on top of the bike, and the handle bar was on my stomach.",0,1,0,1,0
eng_train_track_a_00234,Fast forward a year to beginning of hs this year .,0,0,0,0,1
eng_train_track_a_00235,"Oh well, Bride's Day, Bride's Way!",0,0,1,0,0
eng_train_track_a_00236,"` Captain, ' Ianto said timidly, poking his head around the door.",0,1,0,0,0
eng_train_track_a_00237,The later guests were all drunk - really drunk - but they were all close friends of me.,0,0,1,0,0
eng_train_track_a_00238,"No water damage, sun damage, tears, anything.",0,0,0,0,1
eng_train_track_a_00239,My sleepy head forced me to sleep and my eyelids felt very heavy that I had to surrender and doze off.,0,0,0,0,0
eng_train_track_a_00240,"My latest conquest, so proud they'd be.",0,0,1,0,0
eng_train_track_a_00241,"It captures and exemplifies everything a year on the cushion entailed: Showing up, working hard, exerting effort, maintaining sincere intent, paying close attention, shutting my mouth, opening my eyes, sweating, getting dirty, bleeding, waiting, tipping over, falling down, getting up, staying the course.",0,0,1,0,0
eng_train_track_a_00242,melancholy I got up for work this morning and turned on the news like usual but i heard a story that broke my heart and brought me to tears.,0,1,0,1,0
eng_train_track_a_00243,"When she decided it was time to go back to my stall, I didn't want to leave and I pretended I didn't know she was asking me to pick up my head.",0,1,0,1,0
eng_train_track_a_00244,my mum had complained to my step dad about feeling uneasy.,0,1,0,1,0
eng_train_track_a_00245,"But in searching for some other sound to train my ears on, I realized there was no sound coming from Grandma.",0,1,0,0,1
eng_train_track_a_00246,One time in high school my friends and I had a dance party in someones basement.,0,0,1,0,0
eng_train_track_a_00247,"My head was spinning as the smoke I gladly inhaled made its way to my lungs and on its way out, the rings easily dissipating into the cold air made me wonder about him for the tenth time on that night.",0,1,0,0,0
eng_train_track_a_00248,"xD As of now, I'm getting tired all the time and my belly is getting firm already.",0,1,1,1,0
eng_train_track_a_00249,They did the same thing come Mother's Day but guess what?,1,0,0,0,1
eng_train_track_a_00250,I got a little burn on my finger and it ticked me off.,1,1,0,1,0
eng_train_track_a_00251,An obvious answer jumps to mind as my eyes jump across skyscrapers.,0,0,0,0,0
eng_train_track_a_00252,None of us did.,0,0,0,0,0
eng_train_track_a_00253,Moral of the story?,0,0,0,0,1
eng_train_track_a_00254,He ended up skidding down the bark and scraping raw the insides of his thighs.,0,1,0,1,1
eng_train_track_a_00255,"Crazy.Anyway, my feet & knees still hurt this morning.",0,1,0,0,0
eng_train_track_a_00256,Met a lot of random canadians that night.,0,0,1,0,1
eng_train_track_a_00257,"I lurched to my feet and began walking across the street with a painful measured stride, not daring to look behind me.",0,1,0,0,0
eng_train_track_a_00258,"After all, I had vegetables coming out my ears all for the benefit of the young prince.",0,0,0,0,0
eng_train_track_a_00259,"It looked like there was a golfball on the side of my knee... a purple, blueish golfball.",0,1,0,1,0
eng_train_track_a_00260,"We paid $269 for our standby tickets, and one first-class seat was about $11,000.",1,0,0,0,1
eng_train_track_a_00261,"I get cramps and aches in my shoulders when I'm even minutely out of position, just imagine what it's going to be like with a completely different seating system, not to mention an entirely new drive mechanism.",0,1,0,0,0
eng_train_track_a_00262,Ill pay you back!,0,0,1,0,0
eng_train_track_a_00263,People curse at and even hit him.,1,1,0,1,0
eng_train_track_a_00264,"Slowly sliding down towards the floor, not having the strength to stay up on my feet any longer, hearing the words `` It's time '' and thinking please no.",0,1,0,1,0
eng_train_track_a_00265,my legs were sore from yesterdays squats.,0,0,0,1,0
eng_train_track_a_00266,"Clearly, I need to get back on some technical trails and regain my footing there: ) My ankles have been spoiled on the easy pavement this winter!",0,0,1,0,0
eng_train_track_a_00267,My nose stung and I could see my breath.,0,1,0,0,0
eng_train_track_a_00268,Only in my foot.,0,0,0,0,0
eng_train_track_a_00269,"pops been moved out of icu now and he's going well, but now i've sprained my wrist... stupid hockey!",1,1,0,1,0
eng_train_track_a_00270,I feel it slithering down my skin like a anaconda snake.,0,1,0,0,1
eng_train_track_a_00271,My heart starts pounding as my eyes scroll up the dress and it was Scarlett.,0,1,0,0,1
eng_train_track_a_00272,"light and noise, they make my brain pound against my skull.",0,1,0,0,0
eng_train_track_a_00273,"&gt; Needless to say, I never asked to be haunted again.",1,1,0,0,1
eng_train_track_a_00274,"I always had my nose in a book when I was younger, and when I moved up here I lost interest.",0,0,0,1,0
eng_train_track_a_00275,"i hope whatever i did do today, the two paper 2s adn the reading of the ntoes adn the definitaions i recited, stick in my head and i do nt forget anything: ( sigh.",0,1,0,1,0
eng_train_track_a_00276,"My head poked out of the grass again, catching sight of the men nearing my position, only about fifteen yards.",0,1,0,1,0
eng_train_track_a_00277,echoing cruelly in my ears.,1,1,0,1,0
