text_id,text,emotion,Annotator-1,Annotator-2,Annotator-3
4,Sämsta jag varit med om. Extremt fula fransar som hon dessutom inte satte längst in utan typ 2cm så msn såg mina blonda fransar. Så skulle jag få pengarna tillbaka som hon lovade men nu blockade hon mig överallt och har inte fått några pengar,Joy,0,0,0
4,Sämsta jag varit med om. Extremt fula fransar som hon dessutom inte satte längst in utan typ 2cm så msn såg mina blonda fransar. Så skulle jag få pengarna tillbaka som hon lovade men nu blockade hon mig överallt och har inte fått några pengar,Fear,0,0,0
4,Sämsta jag varit med om. Extremt fula fransar som hon dessutom inte satte längst in utan typ 2cm så msn såg mina blonda fransar. Så skulle jag få pengarna tillbaka som hon lovade men nu blockade hon mig överallt och har inte fått några pengar,Anger,0,0,3
4,Sämsta jag varit med om. Extremt fula fransar som hon dessutom inte satte längst in utan typ 2cm så msn såg mina blonda fransar. Så skulle jag få pengarna tillbaka som hon lovade men nu blockade hon mig överallt och har inte fått några pengar,Sadness,1,0,0
4,Sämsta jag varit med om. Extremt fula fransar som hon dessutom inte satte längst in utan typ 2cm så msn såg mina blonda fransar. Så skulle jag få pengarna tillbaka som hon lovade men nu blockade hon mig överallt och har inte fått några pengar,Disgust,2,3,0
4,Sämsta jag varit med om. Extremt fula fransar som hon dessutom inte satte längst in utan typ 2cm så msn såg mina blonda fransar. Så skulle jag få pengarna tillbaka som hon lovade men nu blockade hon mig överallt och har inte fått några pengar,Surprise,0,2,0
5,"Klockren, Klockrenare och Klockrenast! Bästa mäklaren!",Joy,3,3,3
5,"Klockren, Klockrenare och Klockrenast! Bästa mäklaren!",Fear,0,0,0
5,"Klockren, Klockrenare och Klockrenast! Bästa mäklaren!",Anger,0,0,0
5,"Klockren, Klockrenare och Klockrenast! Bästa mäklaren!",Sadness,0,0,0
5,"Klockren, Klockrenare och Klockrenast! Bästa mäklaren!",Disgust,0,0,0
5,"Klockren, Klockrenare och Klockrenast! Bästa mäklaren!",Surprise,0,0,0
6,"Hade problem med en tennisarmbåge, som jag fick sjukgymnastik för. Både stötvågsbehandling, laser och akupunktur sattes in. Blev problemfri efter 8 behandlingar. Mycket nöjd med bemötandet jag fick.",Joy,2,2,1
6,"Hade problem med en tennisarmbåge, som jag fick sjukgymnastik för. Både stötvågsbehandling, laser och akupunktur sattes in. Blev problemfri efter 8 behandlingar. Mycket nöjd med bemötandet jag fick.",Fear,0,0,0
6,"Hade problem med en tennisarmbåge, som jag fick sjukgymnastik för. Både stötvågsbehandling, laser och akupunktur sattes in. Blev problemfri efter 8 behandlingar. Mycket nöjd med bemötandet jag fick.",Anger,0,0,0
6,"Hade problem med en tennisarmbåge, som jag fick sjukgymnastik för. Både stötvågsbehandling, laser och akupunktur sattes in. Blev problemfri efter 8 behandlingar. Mycket nöjd med bemötandet jag fick.",Sadness,0,0,0
6,"Hade problem med en tennisarmbåge, som jag fick sjukgymnastik för. Både stötvågsbehandling, laser och akupunktur sattes in. Blev problemfri efter 8 behandlingar. Mycket nöjd med bemötandet jag fick.",Disgust,0,0,0
6,"Hade problem med en tennisarmbåge, som jag fick sjukgymnastik för. Både stötvågsbehandling, laser och akupunktur sattes in. Blev problemfri efter 8 behandlingar. Mycket nöjd med bemötandet jag fick.",Surprise,0,0,0
7,Trevligt bemötande av personal. På hemsidan eller på entréplanet står det tyvärr inget om att om man bokar bord i restaurangen så måste man hänga in kläderna i garderoben och i avgiften för garderob ingår hissavgiften.,Joy,1,1,1
7,Trevligt bemötande av personal. På hemsidan eller på entréplanet står det tyvärr inget om att om man bokar bord i restaurangen så måste man hänga in kläderna i garderoben och i avgiften för garderob ingår hissavgiften.,Fear,0,0,0
7,Trevligt bemötande av personal. På hemsidan eller på entréplanet står det tyvärr inget om att om man bokar bord i restaurangen så måste man hänga in kläderna i garderoben och i avgiften för garderob ingår hissavgiften.,Anger,0,0,0
7,Trevligt bemötande av personal. På hemsidan eller på entréplanet står det tyvärr inget om att om man bokar bord i restaurangen så måste man hänga in kläderna i garderoben och i avgiften för garderob ingår hissavgiften.,Sadness,0,1,0
7,Trevligt bemötande av personal. På hemsidan eller på entréplanet står det tyvärr inget om att om man bokar bord i restaurangen så måste man hänga in kläderna i garderoben och i avgiften för garderob ingår hissavgiften.,Disgust,1,0,0
7,Trevligt bemötande av personal. På hemsidan eller på entréplanet står det tyvärr inget om att om man bokar bord i restaurangen så måste man hänga in kläderna i garderoben och i avgiften för garderob ingår hissavgiften.,Surprise,1,0,0
8,"Tvåårssrvice , vänligt bemötande service gjord inom tidsram,trevlig personal.",Joy,2,1,1
8,"Tvåårssrvice , vänligt bemötande service gjord inom tidsram,trevlig personal.",Fear,0,0,0
8,"Tvåårssrvice , vänligt bemötande service gjord inom tidsram,trevlig personal.",Anger,0,0,0
8,"Tvåårssrvice , vänligt bemötande service gjord inom tidsram,trevlig personal.",Sadness,0,0,0
8,"Tvåårssrvice , vänligt bemötande service gjord inom tidsram,trevlig personal.",Disgust,0,0,0
8,"Tvåårssrvice , vänligt bemötande service gjord inom tidsram,trevlig personal.",Surprise,0,0,0
9,"Utsikten är ju av internationell klass, och vakterna har alltid varit väldigt trevliga när jag varit på besök. Dock. Dålig service på insidan, vilket sabbar betyget. Lång väntetid i baren (sånt som kan hända, men känns som det händer lite för ofta), och vid mitt senaste besök kom personalen och gnällde över att vi råkat bli 8 personer vid ett bord där vi uppgett att vi skulle vara 6 personer från början. Detta trots att de två extra personer gott och väl fick plats. Då gick vi naturligtvis direkt därifrån. Uselt bemötande. ",Joy,1,1,1
9,"Utsikten är ju av internationell klass, och vakterna har alltid varit väldigt trevliga när jag varit på besök. Dock. Dålig service på insidan, vilket sabbar betyget. Lång väntetid i baren (sånt som kan hända, men känns som det händer lite för ofta), och vid mitt senaste besök kom personalen och gnällde över att vi råkat bli 8 personer vid ett bord där vi uppgett att vi skulle vara 6 personer från början. Detta trots att de två extra personer gott och väl fick plats. Då gick vi naturligtvis direkt därifrån. Uselt bemötande. ",Fear,0,0,0
9,"Utsikten är ju av internationell klass, och vakterna har alltid varit väldigt trevliga när jag varit på besök. Dock. Dålig service på insidan, vilket sabbar betyget. Lång väntetid i baren (sånt som kan hända, men känns som det händer lite för ofta), och vid mitt senaste besök kom personalen och gnällde över att vi råkat bli 8 personer vid ett bord där vi uppgett att vi skulle vara 6 personer från början. Detta trots att de två extra personer gott och väl fick plats. Då gick vi naturligtvis direkt därifrån. Uselt bemötande. ",Anger,1,0,2
9,"Utsikten är ju av internationell klass, och vakterna har alltid varit väldigt trevliga när jag varit på besök. Dock. Dålig service på insidan, vilket sabbar betyget. Lång väntetid i baren (sånt som kan hända, men känns som det händer lite för ofta), och vid mitt senaste besök kom personalen och gnällde över att vi råkat bli 8 personer vid ett bord där vi uppgett att vi skulle vara 6 personer från början. Detta trots att de två extra personer gott och väl fick plats. Då gick vi naturligtvis direkt därifrån. Uselt bemötande. ",Sadness,1,2,0
9,"Utsikten är ju av internationell klass, och vakterna har alltid varit väldigt trevliga när jag varit på besök. Dock. Dålig service på insidan, vilket sabbar betyget. Lång väntetid i baren (sånt som kan hända, men känns som det händer lite för ofta), och vid mitt senaste besök kom personalen och gnällde över att vi råkat bli 8 personer vid ett bord där vi uppgett att vi skulle vara 6 personer från början. Detta trots att de två extra personer gott och väl fick plats. Då gick vi naturligtvis direkt därifrån. Uselt bemötande. ",Disgust,2,2,0
9,"Utsikten är ju av internationell klass, och vakterna har alltid varit väldigt trevliga när jag varit på besök. Dock. Dålig service på insidan, vilket sabbar betyget. Lång väntetid i baren (sånt som kan hända, men känns som det händer lite för ofta), och vid mitt senaste besök kom personalen och gnällde över att vi råkat bli 8 personer vid ett bord där vi uppgett att vi skulle vara 6 personer från början. Detta trots att de två extra personer gott och väl fick plats. Då gick vi naturligtvis direkt därifrån. Uselt bemötande. ",Surprise,1,0,0
10,"Jag har köpt hemstädning en gång vart 14:e dag. Jag provade 3 tillfällen innan jag valde att avbryta samarbetet. Vi upplevde att Easy clean inte levde upp till våra förväntningar och att chefen för företaget bara kom med undanflykter och bortförklaringar. Dessutom mycket otrevlig vid uppsägande av tjänsten. Jag skulle avråda vänner och andra från det här företaget, till störst del beroende av chefen.  I efterhand har jag funnit ett annat företag med bättre kundkontakt, lägre pris och högre kvalitet, så jag är nöjd. ",Joy,1,1,2
10,"Jag har köpt hemstädning en gång vart 14:e dag. Jag provade 3 tillfällen innan jag valde att avbryta samarbetet. Vi upplevde att Easy clean inte levde upp till våra förväntningar och att chefen för företaget bara kom med undanflykter och bortförklaringar. Dessutom mycket otrevlig vid uppsägande av tjänsten. Jag skulle avråda vänner och andra från det här företaget, till störst del beroende av chefen.  I efterhand har jag funnit ett annat företag med bättre kundkontakt, lägre pris och högre kvalitet, så jag är nöjd. ",Fear,0,0,0
10,"Jag har köpt hemstädning en gång vart 14:e dag. Jag provade 3 tillfällen innan jag valde att avbryta samarbetet. Vi upplevde att Easy clean inte levde upp till våra förväntningar och att chefen för företaget bara kom med undanflykter och bortförklaringar. Dessutom mycket otrevlig vid uppsägande av tjänsten. Jag skulle avråda vänner och andra från det här företaget, till störst del beroende av chefen.  I efterhand har jag funnit ett annat företag med bättre kundkontakt, lägre pris och högre kvalitet, så jag är nöjd. ",Anger,0,0,1
10,"Jag har köpt hemstädning en gång vart 14:e dag. Jag provade 3 tillfällen innan jag valde att avbryta samarbetet. Vi upplevde att Easy clean inte levde upp till våra förväntningar och att chefen för företaget bara kom med undanflykter och bortförklaringar. Dessutom mycket otrevlig vid uppsägande av tjänsten. Jag skulle avråda vänner och andra från det här företaget, till störst del beroende av chefen.  I efterhand har jag funnit ett annat företag med bättre kundkontakt, lägre pris och högre kvalitet, så jag är nöjd. ",Sadness,1,1,0
10,"Jag har köpt hemstädning en gång vart 14:e dag. Jag provade 3 tillfällen innan jag valde att avbryta samarbetet. Vi upplevde att Easy clean inte levde upp till våra förväntningar och att chefen för företaget bara kom med undanflykter och bortförklaringar. Dessutom mycket otrevlig vid uppsägande av tjänsten. Jag skulle avråda vänner och andra från det här företaget, till störst del beroende av chefen.  I efterhand har jag funnit ett annat företag med bättre kundkontakt, lägre pris och högre kvalitet, så jag är nöjd. ",Disgust,1,1,0
10,"Jag har köpt hemstädning en gång vart 14:e dag. Jag provade 3 tillfällen innan jag valde att avbryta samarbetet. Vi upplevde att Easy clean inte levde upp till våra förväntningar och att chefen för företaget bara kom med undanflykter och bortförklaringar. Dessutom mycket otrevlig vid uppsägande av tjänsten. Jag skulle avråda vänner och andra från det här företaget, till störst del beroende av chefen.  I efterhand har jag funnit ett annat företag med bättre kundkontakt, lägre pris och högre kvalitet, så jag är nöjd. ",Surprise,0,0,0
11,"Mycket trevlig mäklare, lätt att prata med.",Joy,2,1,1
11,"Mycket trevlig mäklare, lätt att prata med.",Fear,0,0,0
11,"Mycket trevlig mäklare, lätt att prata med.",Anger,0,0,0
11,"Mycket trevlig mäklare, lätt att prata med.",Sadness,0,0,0
11,"Mycket trevlig mäklare, lätt att prata med.",Disgust,0,0,0
11,"Mycket trevlig mäklare, lätt att prata med.",Surprise,0,0,0
12,"Efter en läppförstoring utav Oliver såg mina läppar fruktansvärt dåliga ut, ojämna och klumpiga. Efter återbesök och till slut en hyalase behandling, ser mina läppar idag fortfarande helt förstörda ut. Tar kliniken ansvar? glöm det. Så om ni letar efter en klinik där ödmjukhet och ett genuint intresse för sina kunder finns, så leta vidare.",Joy,0,0,0
12,"Efter en läppförstoring utav Oliver såg mina läppar fruktansvärt dåliga ut, ojämna och klumpiga. Efter återbesök och till slut en hyalase behandling, ser mina läppar idag fortfarande helt förstörda ut. Tar kliniken ansvar? glöm det. Så om ni letar efter en klinik där ödmjukhet och ett genuint intresse för sina kunder finns, så leta vidare.",Fear,0,2,0
12,"Efter en läppförstoring utav Oliver såg mina läppar fruktansvärt dåliga ut, ojämna och klumpiga. Efter återbesök och till slut en hyalase behandling, ser mina läppar idag fortfarande helt förstörda ut. Tar kliniken ansvar? glöm det. Så om ni letar efter en klinik där ödmjukhet och ett genuint intresse för sina kunder finns, så leta vidare.",Anger,0,0,2
12,"Efter en läppförstoring utav Oliver såg mina läppar fruktansvärt dåliga ut, ojämna och klumpiga. Efter återbesök och till slut en hyalase behandling, ser mina läppar idag fortfarande helt förstörda ut. Tar kliniken ansvar? glöm det. Så om ni letar efter en klinik där ödmjukhet och ett genuint intresse för sina kunder finns, så leta vidare.",Sadness,1,1,1
12,"Efter en läppförstoring utav Oliver såg mina läppar fruktansvärt dåliga ut, ojämna och klumpiga. Efter återbesök och till slut en hyalase behandling, ser mina läppar idag fortfarande helt förstörda ut. Tar kliniken ansvar? glöm det. Så om ni letar efter en klinik där ödmjukhet och ett genuint intresse för sina kunder finns, så leta vidare.",Disgust,2,2,0
12,"Efter en läppförstoring utav Oliver såg mina läppar fruktansvärt dåliga ut, ojämna och klumpiga. Efter återbesök och till slut en hyalase behandling, ser mina läppar idag fortfarande helt förstörda ut. Tar kliniken ansvar? glöm det. Så om ni letar efter en klinik där ödmjukhet och ett genuint intresse för sina kunder finns, så leta vidare.",Surprise,0,0,0
13,Riktigt dålig mäklare som kommer anmälas.,Joy,0,0,0
13,Riktigt dålig mäklare som kommer anmälas.,Fear,0,0,0
13,Riktigt dålig mäklare som kommer anmälas.,Anger,2,0,2
13,Riktigt dålig mäklare som kommer anmälas.,Sadness,2,0,0
13,Riktigt dålig mäklare som kommer anmälas.,Disgust,1,2,0
13,Riktigt dålig mäklare som kommer anmälas.,Surprise,0,0,0
14,Bra kursledare. Jag saknade praktisk utbildning,Joy,2,1,0
14,Bra kursledare. Jag saknade praktisk utbildning,Fear,0,0,0
14,Bra kursledare. Jag saknade praktisk utbildning,Anger,0,0,0
14,Bra kursledare. Jag saknade praktisk utbildning,Sadness,1,0,0
14,Bra kursledare. Jag saknade praktisk utbildning,Disgust,0,0,0
14,Bra kursledare. Jag saknade praktisk utbildning,Surprise,0,0,0
15,"Vi var tre personer och fick ett pyttelitet bord så maten knappt fick plats på bordet. En av mina vänner fick sitta framför deras förvaringsplats för servetter, glas mm och en annan upplevde sig sitta i gången och en servitris sparkade på hennes stol varje gång hon gick förbi vilket var många gånger.",Joy,0,0,0
15,"Vi var tre personer och fick ett pyttelitet bord så maten knappt fick plats på bordet. En av mina vänner fick sitta framför deras förvaringsplats för servetter, glas mm och en annan upplevde sig sitta i gången och en servitris sparkade på hennes stol varje gång hon gick förbi vilket var många gånger.",Fear,0,0,0
15,"Vi var tre personer och fick ett pyttelitet bord så maten knappt fick plats på bordet. En av mina vänner fick sitta framför deras förvaringsplats för servetter, glas mm och en annan upplevde sig sitta i gången och en servitris sparkade på hennes stol varje gång hon gick förbi vilket var många gånger.",Anger,0,0,1
15,"Vi var tre personer och fick ett pyttelitet bord så maten knappt fick plats på bordet. En av mina vänner fick sitta framför deras förvaringsplats för servetter, glas mm och en annan upplevde sig sitta i gången och en servitris sparkade på hennes stol varje gång hon gick förbi vilket var många gånger.",Sadness,1,1,0
15,"Vi var tre personer och fick ett pyttelitet bord så maten knappt fick plats på bordet. En av mina vänner fick sitta framför deras förvaringsplats för servetter, glas mm och en annan upplevde sig sitta i gången och en servitris sparkade på hennes stol varje gång hon gick förbi vilket var många gånger.",Disgust,2,1,0
15,"Vi var tre personer och fick ett pyttelitet bord så maten knappt fick plats på bordet. En av mina vänner fick sitta framför deras förvaringsplats för servetter, glas mm och en annan upplevde sig sitta i gången och en servitris sparkade på hennes stol varje gång hon gick förbi vilket var många gånger.",Surprise,0,0,0
16,"Proffsigt, trevligt, inga problem under hela proceduren",Joy,2,1,1
16,"Proffsigt, trevligt, inga problem under hela proceduren",Fear,0,0,0
16,"Proffsigt, trevligt, inga problem under hela proceduren",Anger,0,0,0
16,"Proffsigt, trevligt, inga problem under hela proceduren",Sadness,0,0,0
16,"Proffsigt, trevligt, inga problem under hela proceduren",Disgust,0,0,0
16,"Proffsigt, trevligt, inga problem under hela proceduren",Surprise,0,0,0
17,"Underbar miljö som ger en ""NY-känsla"". Matupplevelse där man själv får vara delaktig och välja ut sina egna råvaror (kött/fisk). Goda drinkar och bra service. Högljutt men ack så härligt!",Joy,3,2,2
17,"Underbar miljö som ger en ""NY-känsla"". Matupplevelse där man själv får vara delaktig och välja ut sina egna råvaror (kött/fisk). Goda drinkar och bra service. Högljutt men ack så härligt!",Fear,0,0,0
17,"Underbar miljö som ger en ""NY-känsla"". Matupplevelse där man själv får vara delaktig och välja ut sina egna råvaror (kött/fisk). Goda drinkar och bra service. Högljutt men ack så härligt!",Anger,0,0,0
17,"Underbar miljö som ger en ""NY-känsla"". Matupplevelse där man själv får vara delaktig och välja ut sina egna råvaror (kött/fisk). Goda drinkar och bra service. Högljutt men ack så härligt!",Sadness,0,0,0
17,"Underbar miljö som ger en ""NY-känsla"". Matupplevelse där man själv får vara delaktig och välja ut sina egna råvaror (kött/fisk). Goda drinkar och bra service. Högljutt men ack så härligt!",Disgust,0,0,0
17,"Underbar miljö som ger en ""NY-känsla"". Matupplevelse där man själv får vara delaktig och välja ut sina egna råvaror (kött/fisk). Goda drinkar och bra service. Högljutt men ack så härligt!",Surprise,0,0,0
18,Jag upplevde och fick mycket stort förtroende för Fruängstandläkarna trevlig personal och proffsig tandläkare!,Joy,3,2,2
18,Jag upplevde och fick mycket stort förtroende för Fruängstandläkarna trevlig personal och proffsig tandläkare!,Fear,0,0,0
18,Jag upplevde och fick mycket stort förtroende för Fruängstandläkarna trevlig personal och proffsig tandläkare!,Anger,0,0,0
18,Jag upplevde och fick mycket stort förtroende för Fruängstandläkarna trevlig personal och proffsig tandläkare!,Sadness,0,0,0
18,Jag upplevde och fick mycket stort förtroende för Fruängstandläkarna trevlig personal och proffsig tandläkare!,Disgust,0,0,0
18,Jag upplevde och fick mycket stort förtroende för Fruängstandläkarna trevlig personal och proffsig tandläkare!,Surprise,0,0,0
19,Bra hjälp med att välja ut rätt säng o madrass,Joy,1,1,1
19,Bra hjälp med att välja ut rätt säng o madrass,Fear,0,0,0
19,Bra hjälp med att välja ut rätt säng o madrass,Anger,0,0,0
19,Bra hjälp med att välja ut rätt säng o madrass,Sadness,0,0,0
19,Bra hjälp med att välja ut rätt säng o madrass,Disgust,0,0,0
19,Bra hjälp med att välja ut rätt säng o madrass,Surprise,0,0,0
20,Jag är inte nöjd alls för att jag fick ingen bra förklaring om huset det är fel på badrums vägen golvet tvättstugans golvet fuktigt står %84 på källaren,Joy,0,0,0
20,Jag är inte nöjd alls för att jag fick ingen bra förklaring om huset det är fel på badrums vägen golvet tvättstugans golvet fuktigt står %84 på källaren,Fear,0,0,0
20,Jag är inte nöjd alls för att jag fick ingen bra förklaring om huset det är fel på badrums vägen golvet tvättstugans golvet fuktigt står %84 på källaren,Anger,0,2,1
20,Jag är inte nöjd alls för att jag fick ingen bra förklaring om huset det är fel på badrums vägen golvet tvättstugans golvet fuktigt står %84 på källaren,Sadness,2,0,0
20,Jag är inte nöjd alls för att jag fick ingen bra förklaring om huset det är fel på badrums vägen golvet tvättstugans golvet fuktigt står %84 på källaren,Disgust,1,2,0
20,Jag är inte nöjd alls för att jag fick ingen bra förklaring om huset det är fel på badrums vägen golvet tvättstugans golvet fuktigt står %84 på källaren,Surprise,0,0,0
21,"Suverän totalservice av vinterförvaring, upp- och iläggning av båten samt service. Uppskattar enormt att bara säga till när jag vill ha båten sen löser BVS resten!",Joy,3,3,1
21,"Suverän totalservice av vinterförvaring, upp- och iläggning av båten samt service. Uppskattar enormt att bara säga till när jag vill ha båten sen löser BVS resten!",Fear,0,0,0
21,"Suverän totalservice av vinterförvaring, upp- och iläggning av båten samt service. Uppskattar enormt att bara säga till när jag vill ha båten sen löser BVS resten!",Anger,0,0,0
21,"Suverän totalservice av vinterförvaring, upp- och iläggning av båten samt service. Uppskattar enormt att bara säga till när jag vill ha båten sen löser BVS resten!",Sadness,0,0,0
21,"Suverän totalservice av vinterförvaring, upp- och iläggning av båten samt service. Uppskattar enormt att bara säga till när jag vill ha båten sen löser BVS resten!",Disgust,0,0,0
21,"Suverän totalservice av vinterförvaring, upp- och iläggning av båten samt service. Uppskattar enormt att bara säga till när jag vill ha båten sen löser BVS resten!",Surprise,0,0,0
22,Dåligt städat på nästan samtliga ytor. Vi valde att säga upp städavtalet efter en tid då vi knappt visste om de hade varit och städat eller inte.,Joy,0,0,0
22,Dåligt städat på nästan samtliga ytor. Vi valde att säga upp städavtalet efter en tid då vi knappt visste om de hade varit och städat eller inte.,Fear,0,0,0
22,Dåligt städat på nästan samtliga ytor. Vi valde att säga upp städavtalet efter en tid då vi knappt visste om de hade varit och städat eller inte.,Anger,0,0,1
22,Dåligt städat på nästan samtliga ytor. Vi valde att säga upp städavtalet efter en tid då vi knappt visste om de hade varit och städat eller inte.,Sadness,1,0,0
22,Dåligt städat på nästan samtliga ytor. Vi valde att säga upp städavtalet efter en tid då vi knappt visste om de hade varit och städat eller inte.,Disgust,2,1,0
22,Dåligt städat på nästan samtliga ytor. Vi valde att säga upp städavtalet efter en tid då vi knappt visste om de hade varit och städat eller inte.,Surprise,0,0,0
23,"Hjälp med flytt. Misstänkliggjord och krävde direkbetalning. Krävde betalning till mer än dubbelt så hög kostnad som man först angivit. Arbetet tog dubbelt så lång tid som förväntat och kostade mer än dubbelt så mycket som angivits. Krångligt med betalningen eftersom de vägrade fakturera, trots att vi av dem räknades som företag.",Joy,0,0,0
23,"Hjälp med flytt. Misstänkliggjord och krävde direkbetalning. Krävde betalning till mer än dubbelt så hög kostnad som man först angivit. Arbetet tog dubbelt så lång tid som förväntat och kostade mer än dubbelt så mycket som angivits. Krångligt med betalningen eftersom de vägrade fakturera, trots att vi av dem räknades som företag.",Fear,0,1,0
23,"Hjälp med flytt. Misstänkliggjord och krävde direkbetalning. Krävde betalning till mer än dubbelt så hög kostnad som man först angivit. Arbetet tog dubbelt så lång tid som förväntat och kostade mer än dubbelt så mycket som angivits. Krångligt med betalningen eftersom de vägrade fakturera, trots att vi av dem räknades som företag.",Anger,0,0,1
23,"Hjälp med flytt. Misstänkliggjord och krävde direkbetalning. Krävde betalning till mer än dubbelt så hög kostnad som man först angivit. Arbetet tog dubbelt så lång tid som förväntat och kostade mer än dubbelt så mycket som angivits. Krångligt med betalningen eftersom de vägrade fakturera, trots att vi av dem räknades som företag.",Sadness,0,0,0
23,"Hjälp med flytt. Misstänkliggjord och krävde direkbetalning. Krävde betalning till mer än dubbelt så hög kostnad som man först angivit. Arbetet tog dubbelt så lång tid som förväntat och kostade mer än dubbelt så mycket som angivits. Krångligt med betalningen eftersom de vägrade fakturera, trots att vi av dem räknades som företag.",Disgust,2,2,0
23,"Hjälp med flytt. Misstänkliggjord och krävde direkbetalning. Krävde betalning till mer än dubbelt så hög kostnad som man först angivit. Arbetet tog dubbelt så lång tid som förväntat och kostade mer än dubbelt så mycket som angivits. Krångligt med betalningen eftersom de vägrade fakturera, trots att vi av dem räknades som företag.",Surprise,2,0,1
24,"Fantastisk helkväll! ""Silverplatser"" värda en guldmedalj.",Joy,3,3,3
24,"Fantastisk helkväll! ""Silverplatser"" värda en guldmedalj.",Fear,0,0,0
24,"Fantastisk helkväll! ""Silverplatser"" värda en guldmedalj.",Anger,0,0,0
24,"Fantastisk helkväll! ""Silverplatser"" värda en guldmedalj.",Sadness,0,0,0
24,"Fantastisk helkväll! ""Silverplatser"" värda en guldmedalj.",Disgust,0,0,0
24,"Fantastisk helkväll! ""Silverplatser"" värda en guldmedalj.",Surprise,0,0,0
