id,text,anger,disgust,fear,joy,sadness
afr_train_track_a_00045,"Die kabinet het dit goedgekeur dat die laaste pakket van Safcol, die Komatilandwoude, van ontslae geraak moet word.",0,0,0,0,0
afr_train_track_a_00046,My oupa was die eerste Perdewedren Kommissaris in die dertigerjare.,0,0,0,1,0
afr_train_track_a_00047,Die eerste hiervan is 'n kommersiële voertuig wat die gemeenskap van die Richtersveld betrek by hul eie ontwikkeling.,0,0,0,1,0
afr_train_track_a_00048,Die komitee is kragtens die Wes-Kaapse Provinsiale Taalwet ingestel.,0,0,0,0,0
afr_train_track_a_00049,Verskeie taalmonumente is landwyd opgerig.,0,0,0,0,0
afr_train_track_a_00050,"Toe Anlen die volgende oggend by NALN kom kuier het, het sy 'n klein versameling briefies saamgebring.",0,0,0,0,0
afr_train_track_a_00051,"Sy was die skryfster van 'n groot aantal kinderversies en rympies in Afrikaans, reeds vanaf die dertigerjare.",0,0,0,0,0
afr_train_track_a_00052,"Hulle is bekommerd oor ons vermoë om die demokratiese regte en die demokratiese Grondwet wat uit enorme opofferings gebore is, te beskerm.",0,0,1,0,0
afr_train_track_a_00053,Hierdie pogings is deur ons Openbare Werke-program versterk.,0,0,0,1,0
afr_train_track_a_00054,"Hulle mag nou in die groot stede woon, maar hulle kom van die Boland.",0,0,0,0,0
afr_train_track_a_00055,Hierdie aanbod toon hoe die belangegemeenskap NALN kan help om steeds positief oor die toekoms te bly.,0,0,0,1,0
afr_train_track_a_00056,"Dit moet gebeur deur u ekonomies selfstandig te maak deur middel van projekte soos hierdie, waarvan u deel is.",0,0,0,0,0
afr_train_track_a_00057,Daarmee sê ek nie dat onderwys kultuurloos en karakterloos moet wees nie; dat onderwys 'n instrument tot gedwonge uniformiteit moet word nie.,0,0,1,0,1
afr_train_track_a_00058,Ons moet immers met ons politici ook kan skou.,0,0,0,1,0
afr_train_track_a_00059,U kan waarlik trots wees op dit wat u vermag het om Dalrose die skool te maak wat dit is.,0,0,0,1,0
afr_train_track_a_00060,"Die plaas word verbou deur ""Harmony Farming"" wat 'n 50/50 vennootskap is tussen Harmony Trust en Môrester Landgoed.",0,0,0,0,0
afr_train_track_a_00061,Hierdie onmiddellike maatreëls sal gelei word deur die beginsel van ’n teensikliese fiskale beleid.,0,0,0,0,0
afr_train_track_a_00062,Ek wil u almal bedank vir die pragtige bydrae om te toon dat grondhervorming en bemagtiging binne landbou suksesvol kan plaasvind.,0,0,0,1,0
afr_train_track_a_00063,Beleidsverandering moet fokus op ingrypings om werksgeleenthede vir jongmense te skep.,0,0,1,0,0
afr_train_track_a_00064,"Dit dateer reeds uit die era toe die vestiging van 'n ""Vrystaatse skrywersbiblioteek"" in Bloemfontein bepleit is.",0,0,0,0,0
afr_train_track_a_00065,Hierdie party se beleid is dus duidelik.,0,0,0,0,0
afr_train_track_a_00066,Intensiewe stappe word geneem om te verseker dat hierdie werk op skedule bly.,0,0,0,0,0
afr_train_track_a_00067,Welcome het nog 'n idee: 'n gemeenskapsnavorsingsprojek waarvan die inkomste terugvloei na die skool.,0,0,0,1,0
afr_train_track_a_00068,In 1961 volg nog 'n groot omwenteling: die Unie word die Republiek.,0,0,0,1,0
afr_train_track_a_00069,Ons kapitaalinvesteringsprogram lê ten grondslag aan ons strategie vir ekonomiese herstel en groei.,0,0,0,1,0
afr_train_track_a_00070,Dit moet egter ontwikkel word op so 'n wyse dat dit die potensiaal van hierdie mooi land ten volle kan ontsluit.,0,0,1,1,0
afr_train_track_a_00071,"Ofskoon die reeks instellings wat op spontane wyse hieruit gaan ontspring nie homogeen in voor-koms, bedryfsmodel, e.d.m.",0,0,0,0,0
afr_train_track_a_00072,Die koste van die projek beloop R615 000 per jaar.,0,0,0,0,0
afr_train_track_a_00073,Cornelis Jacob Langenhoven is gebore in die nag tussen 12 en 13 Augustus in 1873.,0,0,0,0,0
afr_train_track_a_00074,Dit sal die grondslag lê waarvolgens alle maatskaplike vennote plaaslike ekonomiese ontwikkeling kan bespoedig.,0,0,0,1,0
afr_train_track_a_00075,André Thops is die alleeneienaar van die plaas Olyfkloof wat hy in 2004 gekoop het (42 ha).,0,0,0,0,0
afr_train_track_a_00076,Hy was lank voorsitter van die Oranjeklub en menige jongmens het hulle eerste tuiste in Kaapstad gevind in sy huis in Tamboerskloof.,0,0,0,1,0
afr_train_track_a_00077,"Die dreinering van breinkrag deur emigrasie is ooglopend uit ons eie volk se oogpunt asook streeksverband, onwenslik.",0,0,1,0,1
afr_train_track_a_00078,"Boonop kry boere 'n vyf-jaar belastingvakansie, en word hulle vrygestel van invoerbelasting op alle landbou-insette en -toerusting.",0,0,0,1,0
afr_train_track_a_00079,"Die Europese Unie het byvoorbeeld begin met elf tale, tot op hede het dit vermeerder na 21.",0,0,0,0,0
afr_train_track_a_00080,Ons kan nooit ons rug op hulle draai nie.,0,0,0,0,0
afr_train_track_a_00081,Die vraag is hoe lank wil diesulkes gereed wees voordat hulle oorgaan tot die implementering van projekte.,1,0,0,0,0
afr_train_track_a_00082,Daar is nog net drie maande oor voor hierdie geskiedkundige gebeurtenis plaasvind.,0,0,0,1,0
afr_train_track_a_00083,Dit het tot 'n verenigde staat gelei.,0,0,0,1,0
afr_train_track_a_00084,Oral is daar bekommerde en soms beswaarde gesprekke oor wat van die Afrikaanse taal en kultuur word.,0,0,1,0,1
afr_train_track_a_00085,Hier sou die hele stroom in twee gelyke dele verdeel word tussen Boonste Besitters en Onderste Besitters.,0,0,0,0,0
afr_train_track_a_00086,Die regstelling van historiese onewewigtigheid en marginalisering is belangrike prioriteite van die staat.,0,0,0,1,0
afr_train_track_a_00087,"Program direkteur, ek wil afsluit deur vir u te sê dat hierdie projek die Elim-gemeenskap volwaardig deel maak van landbou.",0,0,0,1,0
afr_train_track_a_00088,"Vandag is vaste belegging as persentasie van die bruto binnelandse produk - teen sowat 18,4% - op sy hoogste vlak sedert 1991.",0,0,0,0,0
afr_train_track_a_00089,Nog baie meer is sonder elektrisiteit en sanitasie.,1,0,0,0,1
afr_train_track_a_00090,Die beginsel is dan dat die gemeeenskaplike funksies gesamentlik met die ander kultuurgemeenskappe bestuur word.,0,0,0,0,0
afr_train_track_a_00091,"Haar oë vonkel as sy met die hand na al die geliefde, bekende karakters beduie.",0,0,0,1,0
afr_train_track_a_00092,Denel n Bedrag van R400 miljoen is verkry deur die afsetting van bates wat nie as essensieël beskou word nie.,0,0,0,1,0
afr_train_track_a_00093,Berna Ackerman was die skrywersgas en sou self Liesbet se verhaal aan die hand van Bloemfonteinse bakens vertel.,0,0,0,0,0
afr_train_track_a_00094,Dit sal ons kommunikasie verbeter en ons almal sal 'n aandeel hê aan 'n Suid-Afrika wat werklik aan almal behoort.,0,0,0,1,0
afr_train_track_a_00095,De Wet na die Boerekommando?s gegaan het om haar man te besoek.,0,0,0,0,0
afr_train_track_a_00096,Die boerdery moet aan u 'n geleentheid bied om u totale menswees te kan uitleef.,0,0,0,1,0
afr_train_track_a_00097,Een van die dinge wat hierdie skool so spesiaal maak is juis dat julle gekies het om hierdie geleentheid te vier.,0,0,0,1,0
afr_train_track_a_00098,En dié kom toe op die vooraand van die 24ste in die vorm van Tobie Cronjé en Steve Hofmeyr.,0,0,0,0,0
afr_train_track_a_00099,Die ontwikkeling van nuwe programme is dus van kardinale belang.,0,0,1,0,0
afr_train_track_a_00100,Ons sal saam met julle aan die regte deure klop om by die oplossing uit te kom.,0,0,0,1,0
afr_train_track_a_00101,"Omdat die laboratoriums wat die tegniek uitvoer beperk is, word daar tans dikwels vertragings ondervind met die verkryging van resultate.",0,0,1,0,1
afr_train_track_a_00102,Binne Korrektiwe Dienste wil ons hulle wys dat hulle menslik is en dat ons seker wil maak dat hulle wel kan verander.,0,0,0,1,1
afr_train_track_a_00103,Daardie argiewe vertel van die lywige korrespondensie tussen hom en dr. A. Kuyper.,0,0,0,0,0
afr_train_track_a_00104,Programme ter verbetering van ons stelsel van plaaslike regering word teen 'n vinnige pas voortgesit.,0,0,0,1,0
afr_train_track_a_00105,Daarom plaas ek die oorblywende jare van my lewe in julle hande.,0,0,0,0,0
afr_train_track_a_00106,"Boere en werkers lyk nie noodwendig anders nie, en dit is iets positiefs wat tans aan die gebeur is.",0,0,0,1,0
afr_train_track_a_00107,Daar is ook geen twyfel nie dat ons meer selfwerksaamheid kan skep deur middle van klein en mikro-ondernemings.,0,0,0,1,0
afr_train_track_a_00108,Terselfdertyd wens ons die mense van Zimbabwe alle sukses toe met die verkiesing wat vir 29 Maart beplan word.,0,0,0,1,0
afr_train_track_a_00109,Wel dikwels voel ons dat ons eintlik nie so spesiaal is nie.,0,0,0,0,1
afr_train_track_a_00110,Laat ons ook met mekaar praat in die verskillende tale van ons land.,0,0,0,1,0
afr_train_track_a_00111,"Wat 'n dag moes wees met 'n tydelike afskeid omdat mense werk toe gegaan het, het 'n permanente afskeid geword.",0,0,0,0,1
afr_train_track_a_00112,In Desember 2009 het die Kabinet 'n omkeerstrategie vir die plaaslike regering goedgekeur.,0,0,0,0,0
afr_train_track_a_00113,Om in hulle te belê is inderdaad 'n strategiese belegging.,0,0,0,1,0
afr_train_track_a_00114,"So byvoorbeeld het die Verbruikersprysindeks vir voedsel (VPI-voedsel) oor die tydperk April 2007 tot April 2008 met 15,7 percent gestyg.",0,0,0,1,0
afr_train_track_a_00115,R700 miljoen is alreeds aan die SANDF bewillig om hierdie program te verskerp.,0,0,0,1,0
afr_train_track_a_00116,Die sterkte van ons wisselkoers op die hoogtepunt van die seisoen het ook die pryssituasie vererger.,0,0,1,0,1
afr_train_track_a_00117,U woon in 'n pragtige deel van die provinsie.,0,0,0,1,0
afr_train_track_a_00118,En ons is vasberade om 'n sukses daarvan te maak.,0,0,0,1,0
afr_train_track_a_00119,Ons as kabinet wou ook graag self die mense van die Wes-Kaap ontmoet en hoor wat hulle probleme en tekortkominge is.,0,0,0,0,0
afr_train_track_a_00120,Die groot uitdaging in die volgende paar jaar gaan wees om die regte balans te kry tussen hierdie rolspelers.,0,0,1,0,0
afr_train_track_a_00121,"Om ons ekonomiese groei en ontwikkeling nog verder te bespoedig, sal ons die Industriële Beleidsaksieplan implementeer.",0,0,0,1,0
afr_train_track_a_00122,"Indien toerisme 'n volhoubare komponent van die Suid-Afrikaanse ekonomie gaan wees, moet die bedryf groei en transformeer.",0,0,1,0,0
afr_train_track_a_00123,Skietfontein was 2 000 morg groot.,0,0,0,0,0
afr_train_track_a_00124,Hulle is 'n simbool van die opofferings wat baie moes maak wat soveel weens apartheid moes trotseer.,0,0,0,0,1
afr_train_track_a_00125,Dit is vanselfsprekend dat ons die stryd teen misdaad moet voortsit en verskerp.,0,0,1,0,0
afr_train_track_a_00126,Hierdie tipe eensydige beriggewing doen afbreek aan die bou van gesonde verhoudinge binne die landboubedryf en dit is werklik betreurenswaardig.,1,0,0,0,1
afr_train_track_a_00127,Dit is tot niemand se voordeel en help niemand as ons eenkant staan en vingers wys nie.,1,0,0,0,1
afr_train_track_a_00128,"Ons moet seker maak dat wanneer hulle uit die gevangenis kom, dat hulle nie na misdaad teruggaan nie.",0,0,0,0,1
afr_train_track_a_00129,Ruim meer as 'n miljoen eksemplare is daarvan verkoop.,0,0,0,1,0
afr_train_track_a_00130,"Insluitende die paramediese dienste, dokters, verpleegsters en die sakelui.",0,0,0,0,0
afr_train_track_a_00131,Ons sal gesondheidsprogramme in skole herinstel.,0,0,0,1,0
afr_train_track_a_00132,Om die gehawende Nuyrivier min of meer tot sy oorspronklike loop te kanaliseer sou ± R160 000 beloop.,0,0,0,0,0
afr_train_track_a_00133,My vurigste begeerte was om kunsskilder te word.,0,0,0,0,0
afr_train_track_a_00134,"Staatsdiens het mos nie meer geld nie, né).",0,0,0,0,1
afr_train_track_a_00135,Hierdie deeldam is offisieël op 30 September 1908 deur John X. Merriman geopen.,0,0,0,0,0
afr_train_track_a_00136,Maar daar bestaan geen twyfel dat hierdie program in ’n beduidend hoër rat oorgeskakel kan en moet word nie.,0,0,1,0,0
afr_train_track_a_00137,"Wat van belang is, is dat hierdie soort seëls nou nie juis ernstige filateliste opgewonde sal maak nie.",0,0,0,0,1
afr_train_track_a_00138,Die oom het toe maar na baie jare se gesukkel besluit om op te gee en sy goed op 'n vendusie te verkoop.,0,0,0,0,1
afr_train_track_a_00139,Dit is wat ons gaan doen.,0,0,0,0,0
afr_train_track_a_00140,Ek het probeer om nie struikel nie; ek het ’n paar misstappe langs die pad gegee.,0,0,0,0,1
afr_train_track_a_00141,"Hoofstuk 4 begin met 'n ""Uilspieël""-seël (eweneens uit Melita se uitstalling).",0,0,0,0,0
afr_train_track_a_00142,"Ons het eers buite gelê en wag en signale gemaak vir 'n piloot,"" vertel sy ekstaties.",0,0,0,0,0
afr_train_track_a_00143,Dit is egter te gou om seker te wees oor die tempo van hierdie herstelproses.,0,0,1,0,0
afr_train_track_a_00144,"Dit is ook ons geleentheid, as landbouers, om die publiek positief in te stem teenoor landbou.",0,0,0,1,0
afr_train_track_a_00145,In dié hoedanigheid het hy ook gedien op die NALN-beurskomitee en die kuratoriums van die Stigting NALN en die A.D. Keet-publikasiefonds.,0,0,0,0,0
afr_train_track_a_00146,Ons moet in ons jeug belê ten einde 'n vaardige en bekwame werksmag te verseker wat groei en werkskepping ondersteun.,0,0,0,0,0
afr_train_track_a_00147,"Nadat hulle na jare weer bymekaar kom, praat hulle toe oor wat hulle vir hulle bejaarde moeder gedoen het.",0,0,0,0,1
afr_train_track_a_00148,Kompetisie tussen die verskillende verbruikersektore om die beskikbare water gaan nog toeneem.,0,0,1,0,1
afr_train_track_a_00149,"Die Suid-Afrikaanse volstruisbedryf verskaf werk aan sowat 16 000 mense en verdien R1,2 miljard per jaar aan buitelandse valuta vir die land.",0,0,0,1,0
afr_train_track_a_00150,Dit is belangrik en nodig dat daar persone is wat daardie werke kan doen.,0,0,0,0,0
afr_train_track_a_00151,Ons sal nogtans verseker dat die leningsvlakke van die Regering versigtig en volhoubaar is.,0,0,0,0,0
afr_train_track_a_00152,"Ons doen hiermee 'n oproep aan individue, leeskringe, skrywersverenigings, kultuurverenigings, skole, ens.",0,0,0,0,0
afr_train_track_a_00153,Die Afrikaanse taal-saak het in al daardie jare baie na aan die hart van die politieke saak geklop.,0,0,0,0,0
afr_train_track_a_00154,Die meeste van die seëls word ironies aangewend.,0,0,0,0,0
afr_train_track_a_00155,Ons moet ook geslagsgelykheidsmaatreëls in die Regering se Aksieprogram integreer.,0,0,1,0,0
afr_train_track_a_00156,Hierdie probleme het saamgeval met ’n tydperk waarin inflasie en rentekoerse steeds te hoog was.,0,0,0,0,1
afr_train_track_a_00157,Die projek is in 2005 begin met nege aandeelhouers wat bestaan uit die personeel van die De Doorns Wynkelder.,0,0,0,0,0
afr_train_track_a_00158,"Dit is baie duidelik dat die reguleringstelsel wat ons in plek het, onvoldoende is.",1,0,0,0,1
afr_train_track_a_00159,Ons sien uit na jou volgende kuier.,0,0,0,1,0
afr_train_track_a_00160,Die nuwe regering in die Wes-Kaap glo dat elke inwoner die vryheid moet hê om homself op te werk in die lewe.,0,0,0,1,0
afr_train_track_a_00161,Roofdierbeheer is tans 'n sensitiewe kwessie.,0,0,0,0,1
afr_train_track_a_00162,"Die navorsing in verband met die 231 plaaslike munisipaliteite, 46 distriksmunisipaliteite en ses metropolitaanse munisipaliteite is deur Empowerdex gedoen.",0,0,0,0,0
afr_train_track_a_00163,In Berna se verhaal het die hoofkarakter in dié saal gelê terwyl sy van maagkoors herstel het.,0,0,0,0,1
afr_train_track_a_00164,Ons staan reeds saam om te werk aan 'n beter lewe vir almal.,0,0,0,1,0
afr_train_track_a_00165,Na die onlangse verkiesings het die politieke landskap in Suid Afrika interessante veranderings ondergaan.,0,0,0,0,0
afr_train_track_a_00166,Die Provinsiale Regering het ten doel om die kwaliteit van lewe van al die mense in die provinsie te verbeter.,0,0,0,1,0
afr_train_track_a_00167,"Die tweede, hersiene uitgawe van Lig uit die Ooste verskyn in 1966, nadat die skrywer reeds oorlede is.",0,0,0,0,1
afr_train_track_a_00168,Deur 'n oop raam het verre snaarmusiek en sagte lamplig op die stilte getril.,0,0,0,1,0
afr_train_track_a_00169,"Juis daarom het ek SITA, die staatsinligtingstegnologieagentskap versoek om hulp.",0,0,0,0,0
afr_train_track_a_00170,Jack Holloway se professionele lewe het begin as onderwyser aan Grey Kollege.,0,0,0,0,0
afr_train_track_a_00171,Kaapstad het 'n pynlike geskiedenis van skeiding wat steeds sigbaar is in woongebiede wat langs rasselyne verdeel is.,0,0,0,0,1
afr_train_track_a_00172,Dit laat haar juis onthou van haar tante se kinderversies wat sy destyds getoonset het.,0,0,0,1,0
afr_train_track_a_00173,Die Groei- en Ontwikkelingsberaad verlede jaar was 'n goeie begin.,0,0,0,1,0
afr_train_track_a_00174,Deur saam te werk kan ons meer doen.,0,0,0,1,0
afr_train_track_a_00175,Ons het nog baie werk wat dit aanbetref.,0,0,0,0,1
afr_train_track_a_00176,Suid Afrika behoort met al sy riviere te kan skou.,0,0,0,1,0
afr_train_track_a_00177,Dit impliseer ook 'n vinnige afname in regeringskuldvlakke wanneer toestande weer 'n gunstige wending neem.,0,0,0,1,0
afr_train_track_a_00178,Hulle het ons trane laat stort.,0,0,0,0,1
afr_train_track_a_00179,Ek soek dringend studente vanuit minderbevoorregte gemeenskappe met wiskunde en wetenskap om in landbou te studeer.,0,0,0,0,1
afr_train_track_a_00180,Ten spyte van al die positiewe syfers meen Bredell egter dat daar steeds ruimte vir verbetering is.,0,0,0,1,0
afr_train_track_a_00181,"Meertaligheid is 'n feit, 'n bate en 'n grondwetlike reg en opdrag.",0,0,0,1,0
afr_train_track_a_00182,"Ek glo baie sterk daaraan dat om te kan boer nie 'n reg is nie, dis 'n voorreg.",0,0,0,1,0
afr_train_track_a_00183,"Lande soos Suid Afrika wat afskop met 'n gebrek aan vaardighede, kan vinnig, verder en verder agter raak.",0,0,1,0,1
afr_train_track_a_00184,"Die arbeidstatistiek wat Dinsdag vrygestel is, dui daarop dat die ekonomie tans werksgeleenthede skep eerder as om dit in te boet.",0,0,0,1,0
afr_train_track_a_00185,Dit sal in 'n ouditeerbare skriftelike verslag opgeteken word.,0,0,0,0,0
afr_train_track_a_00186,"Die baken in die suidekant het bo-op Magaliesberg gestaan en die een in die noorde, daar onder in die wye vlaktes.",0,0,0,0,0
afr_train_track_a_00187,Ek wil weereens die Springbokke bedank wat die aanvoorwerk gedoen het toe hulle die Rugbywêreldbeker verlede jaar gewen het.,0,0,0,1,0
afr_train_track_a_00188,Die aand is afgesluit met 'n simboliese oorhandiging van die dokumente waaruit Antoinette Pienaar se Karoo-stories hul ontstaan gehad het.,0,0,0,1,0
afr_train_track_a_00189,Politieke onbetrokkenheid van die volk en 'n blinde vertroue in the NP.,1,0,0,0,0
afr_train_track_a_00190,Die bykomstige kontrakte onder die A400M beleid skep oor die algemeen geleenthede vir die lugvaartbedryf.,0,0,0,1,0
afr_train_track_a_00191,Die Khampepe kommissie se aanbevelings oor die mandaat en werksaamhede van die Direktoraat Spesiale Operasies (die Skerpioene) implementer.,0,0,0,0,0
afr_train_track_a_00192,Dit is waarom ons die kabinetsvergadering op die platteland 'n kwartaallikse instelling gaan maak.,0,0,0,0,0
afr_train_track_a_00193,Ons sal harder werk om Suid-Afrika se belange wêreldwyd te bevorder.,0,0,0,1,0
afr_train_track_a_00194,Die Gautengse Provinsiale Regering het hom verbind tot die bevordering van gehalte-onderwys en om vaardighede te lewer.,0,0,0,1,0
afr_train_track_a_00195,Welvaart word geskep om mense se lewenskwaliteit te verbeter.,0,0,0,1,0
afr_train_track_a_00196,Dit fokus op samewerking tussen die Departement en alle ander rolspelers in die landbou sektor om menslike kapitaal op te bou.,0,0,0,1,0
afr_train_track_a_00197,"Dit is dan ook die rede waarom die landbousektor 'n unieke bank het wat na die spesifieke behoeftes kan omsien, die Landbank.",0,0,0,1,0
afr_train_track_a_00198,Die kombinasie van hierdie veranderlikes vereis dat daar unieke voorsiening vir landbou gemaak moet word.,0,0,0,0,0
afr_train_track_a_00199,Maar ons kan nie tevrede wees met slegs kwantitatiewe verandering nie.,0,0,1,0,0
afr_train_track_a_00200,Ons sal natuurlik ook voortgaan om ons take in die Verenigde Nasies se Veiligheidsraad uit te voer.,0,0,0,0,0
afr_train_track_a_00201,"Hierdie voorsiening is nie beperk tot Suid-Afrika nie, maar kom wêreldwyd voor.",0,0,0,1,0
afr_train_track_a_00202,Die regering van die Wes-Kaap gaan u nie versaak in u tyd van hartseer nie.,0,0,0,1,0
afr_train_track_a_00203,Die twee stukke grond is tans in die besit van Goosen Trust.,0,0,0,0,0
afr_train_track_a_00204,Die boubedryf is weer op dreef om die vaardighede van die Provinsie uit te bou en broodnodige werkgeleenthede te skep.,0,0,0,1,0
afr_train_track_a_00205,Elke kind kry n mondstuk en word aangemoedig om mond tot mond asemhaling op die pop te oefen.,0,0,0,0,0
afr_train_track_a_00206,Dit is noodsaaklik dat die dam gebou word omdat die boorgate nie genoeg water op 'n slag kan gee nie.,0,0,1,0,0
afr_train_track_a_00207,Synde 'n chef van formaat daar in Australië sou dit darem lekker wees as NALN-se-lemoene eendag in een van sy boeke opduik.,0,0,0,1,0
afr_train_track_a_00208,Jy sal wel bewus wees dat ons net verlede week 'n voormalige Streekskommissaris afgedank het.,1,0,0,0,0
afr_train_track_a_00209,Ons sal onderwysers help deur gedetailleerde daaglikse lesplanne te voorsien.,0,0,0,1,0
afr_train_track_a_00210,Verdere landbou-ekonomiese navorsing sluit die evaluering van aanlegte in wat in hul eie energiebehoeftes (elektrisiteit) voorsien.,0,0,0,0,0
afr_train_track_a_00211,Die provinsie produseer die afgelope sewe jaar 'n gemiddelde surplus van 286 000 ton koring.,0,0,0,1,0
afr_train_track_a_00212,"Wat prof. [J.J.] Smith bedoel met 'n obsene bybetekenis, weet ek glad nie.",0,0,1,0,0
afr_train_track_a_00213,Ons vasteland wys die wêreld hoe hoop en deursettingsvermoë lyk.,0,0,0,1,0
afr_train_track_a_00214,"Materiaal vir die museum, voorwaar!",0,0,0,1,0
afr_train_track_a_00215,Ons moet verseker dat meer jongmense leerderskappe in die privaat- en openbare sektor betree.,0,0,0,0,0
