id,text,Joy,Fear,Anger,Sadness,Disgust,Neutral,Surprise
ger_sample_track1_00018,Eine verschwindend geringe Zahl. Impfungen sind eine großartige Errungenschaft der Wissenschaft. Gemeinsam müssen wir uns Schwurbelei entgegenstellen und faktenbasierten Diskurs führen - insbesondere beim Thema Gesundheit.,0,0,0,0,0,0,0
ger_sample_track1_00019,"Allein, dass die Fälle untersucht und öffentlich gemacht werden, ist ein gutes Zeichen.",1,0,0,0,0,0,0
ger_sample_track1_00020,"Ganz normal, dass wir in Zeiten der Klimakrise soviel Energie, Zeit und Geld in die Entwicklung einer hypokapitalistischen, fahrenden Kleinstadt auf dem Meer investieren. Ich könnte mir wirklich nichts vorstellen, wo diese Ressourcen besser zu gebrauchen wären! Nice one, Humanity! 💸",0,0,1,0,0,0,0
ger_sample_track1_00021,"Ich lebe lieber mit meiner FFP2/3 Maske, als mit Corona & mit Long Covid. Die Maske kann ich jederzeit absetzen. Eine Infektion & bleibende Folgeschäden hingegen nicht. So einfach ist das. 😷",0,0,0,0,0,0,0
ger_sample_track1_00022,"Falls die 🇺🇦…gegen 🇷🇺 verliert, besteht allerdings die Gefahr, dass die östliche Flanke der 🇨🇭 völlig offen ist: 🇭🇺 und die 🇸🇰 könnten ganz auf die Seite des Kremls fallen, 🇦🇹 verfügt praktisch über keine Verbände, die ernsthaft Widerstand leisten können.",0,1,0,0,0,0,0
ger_sample_track1_00023,Ich hoffe die Teilnehmer sind alle geboostert😂,0,0,0,0,0,0,0
ger_sample_track1_00024,Ich bin stolz auf meine Mitmenschen 👏,1,0,0,0,0,0,0
ger_sample_track1_00025,"Wenn du jetzt noch AfD wählst, dann stärkst du ganz bewusst rechtsradikale Strukturen. Das ist keine Professoren-Partei mehr, das sind keine intellektuellen Euro-Kritiker mehr, da sind stramme Faschos in dieser Partei. Und da muss man jetzt, finde ich, auch mal meine Ängste wahrnehmen, dass ich künftig nicht von Faschisten regiert werden will.",0,1,1,0,0,0,0
ger_sample_track1_00026,"Üblicherweise bin ich der Meinung, dass ein einzelnes Plakat die Komplexität, Individualität und Meinungsvielfalt einer gesamten Gesellschaft unmöglich abbilden kann. Aber das Transparent „Alle hassen Nazis“ hat es geschafft eine fundamentale Wahrheit abzubilden. Respekt an alle Menschen, die sich gegen Rassismus, Xenophobie und Faschismus stellen. 🙌",1,0,0,0,0,0,0
ger_sample_track1_00027,"Bevor wieder iwelche AfD Sympathisanten fragen, warum so viel über die Demos berichtet wird? Weil es die größten Demos der deutschen Geschichte sind, Weil sie wichtig und richtig sind und weil sie für Demokratie, Offenheit und Toleranz und gegen die AfD und alle Feinde der Demokratie gerichtet sind!",0,0,1,0,0,0,0
ger_sample_track1_00028,Wen interessiert denn bitte das Urteil dieses Regierungsschutzes?,0,0,1,0,0,0,0
ger_sample_track1_00029,Heißt vor allem: Noch mehr staatliche Finanzmittel für NGOs und linke Propaganda. Und das trotz Haushaltskrise.,0,0,1,0,0,0,0
ger_sample_track1_00030,"Geld für Linksexgreme um gegen Extremismus vorzugehen 🤦‍♂️ Realsatire vom Feinsten, und die Schafe jubeln.",0,0,1,0,1,0,0
ger_sample_track1_00031,Nach zwei Jahren Krieg: EU will sich auch noch ins andere Knie schiessen. #Fixedit,0,0,1,0,0,0,0
ger_sample_track1_00032,"Gott stehe uns bei! Bislang waren wir ""nur"" am Verarmen, was kommt jetzt noch alles auf uns zu?!",0,1,1,0,0,0,0
ger_sample_track1_00033,"Hat man vor 2 Monaten nicht gesagt, dass Palästinenser sterben, weil die Hamas sie verhindert, in den Süden zu flüchten? Und passiert jetzt? Israel bombardiert den Süden des besetzten Gazastreifens.",0,0,1,0,0,0,0
ger_sample_track1_00034,Ein Afd Verbot bitte mit sofortiger Wirkung wäre für uns alle das Beste,0,0,1,0,0,0,0
ger_sample_track1_00035,Nein zur AfD ! ❌,0,0,1,0,0,0,0
ger_sample_track1_00036,Kann die AfD eigentlich was anderes als Rumplärren und Eilanträge stellen?,0,0,1,0,0,0,0
ger_sample_track1_00037,Wer AfD wählt gehört nicht zu Deutschland.,0,0,1,0,1,0,0
ger_sample_track1_00038,Jede Stimme für die AfD ist ein Abschied von der Menschlichkeit....,0,0,0,0,0,0,0
ger_sample_track1_00039,"Das ist schon interessant. Ein Teil der Bevölkerung protestiert gegen einen anderen Teil der Bevölkerung, um zu verhindern das diese eine Partei wählt, während die Probleme der Regierung plötzlich aus den Medien verschwunden sind.",0,0,1,0,0,0,0
ger_sample_track1_00040,"Ja natürlich, ich bin seit 3 Jahren betroffen, nicht mehr arbeitsfähig. Das schlimmste ist, zu hören, dass es keinen „Beweis“ gibt, dass die Corona Erkrankung dies ausgelöst hat. Als würde man freiwillig auf sein Leben verzichten, nicht nur auf Arbeit und Einkommen, sondern auch auf alles was Spaß macht.. Kino, Tanzen gehen, Auto fahren. Ich hoffe so sehr, dass die Wissenschaft endlich voran kommt.",0,0,1,1,0,0,0
ger_sample_track1_00041,Gerade auch gedacht... Und hoffe keiner musste live erleben wie es in Kliniken und Intensivstationen aussah... Nicht wegen der Impfung! Die Bilder werde ich nie mehr aus dem Kopf bekommen,0,0,0,1,0,0,0
ger_sample_track1_00042,"Warum haben die Nichtgeimpften immer noch so ein riesengroßes Problem damit? Die Geimpften haben die Zeit schon hinter sich gelassen und schauen in die Zukunft und leben noch. Ein Rätsel, warum sind diese Leute so hängen geblieben? Kenne es leider aus dem Freundeskreis auch. Wie in einer Sekte😟traurig",0,0,1,1,0,0,0
ger_sample_track1_00043,"Uff! Der US-Senat hat nach monatelangen Verzögerungen ein 95,34 Milliarden US-Dollar schweres Paket für Ukraine, Israel und Taiwan mit einer überraschend großen Mehrheit angenommen. Denn insgesamt 18 republikanische Senatoren stimmten für den Gesetzesentwurf. Aber um auch zu einem Gesetz zu werden, muss der Gesetzentwurf nun das Repräsentantenhaus innerhalb von 30 Stunden passieren. Dieses hat seit der Übernahme der Kontrolle durch die Republikaner im Januar 2023 keine größeren Hilfen für die Ukraine beschlossen. Es bleibt sehr spannend.",0,0,0,0,0,0,1
ger_sample_track1_00044,Jubel in Deutschland: Dank sterbender Industrie sinkt der #Gasverbrauch auf historisches Minus! Die Arbeitslosen liegen sich in den Armen und feiern den (Etappen-)Sieg gegen das #Klima!,0,0,1,0,0,0,0
ger_sample_track1_00045,"Kann gar nicht sein. Deutschland ist halb durch mit der Energiewende, das müsste mal laut Klimamodellen schon sehen. Wieviel Grad können wir nochmal beeinflussen? 0.?",0,0,1,0,0,0,0
ger_sample_track1_00046,Hört auf mit dem Klima Märchen 😑 Das Klima ändert sich ständig alle Jahrzehnte Jahrhunderte und Jahrtausende. Wenn eis und Schnee schmilzt und Wege aus der Römerzeit zum Vorschein kommen müssen die ja auch schon Autos und Flugzeuge gehabt oder was 😆😆😆,0,0,1,0,0,0,0
ger_sample_track1_00047,"Klimawandelleugner und Windradgegner sind auch irgendwie die einzigen, die sich mit aller Kraft und gegen jeden Verstand gegen günstigen Strom wehren.... Warum zahlt man freiwillig mehr als man muss?",0,0,1,0,1,0,0
ger_sample_track1_00048,"Nach all dem, was wir über die ""Vollimmunisierungs Impfungen"" wissen, Pfizer Files, EMA Aussagen über fehlende Infektionsverminderung in den Zulassungsstudien etc, ist es immer wieder aufs Neue verwunderlich, wie schwer es einigen fällt zuzugeben sie sind getäuscht worden und haben bei der perfidesten Spaltung der Gesellschaft mitgemacht.",0,0,1,0,0,0,0
ger_sample_track1_00049,"Wenn ich die ganzen hysterischen Novaxler anschaue, haben etliche einen Schaden - wenn auch einen der anderen Art!",0,0,1,0,1,0,0
ger_sample_track1_00050,"Natürlich ist die subjektiv empfundene Zahl millionenfach höher, wenn die hysterischen Novaxxler inzwischen sogar Unfallopfer zu den Impfgeschädigten zählen... 🤪",0,0,1,0,1,0,0
ger_sample_track1_00051,"Re: Mein Geseschenk-Ticket ist bis 17.03.2016 gültig. Ist der 17.03. auch eingeschlossen? Hallo marcel1987, wenn der eingetragene Tag auf dem DB Geschenk-Ticket ein Donnerstag ist, ist die Fahrt definitiv bis zum Freitag 10 Uhr gültig. Und nun eine angenehme Fahrt!",0,0,0,0,0,1,0
ger_sample_track1_00052,Und finally den ersten Stinkepenner in der Bahn gerochen. Nach 10 Monaten und bei 35 Grad. #cologneisnotberlin #Koeln #Berlin,0,0,0,0,1,0,0
ger_sample_track1_00053,Berlin: S-Bahn bomben mit RWRZ (Video) via @rapblokk https://t.co/VQzeEwugju,0,0,0,0,0,1,0
ger_sample_track1_00054,Sparpreise ohne Ende: Hier gibt es billige Tickets für die Deutsche Bahn: Die Deutsche Bahn kann nicht unbedi... https://t.co/hewDXuEmax,0,0,0,0,0,1,0
ger_sample_track1_00055,Ich werde gleich die Scheiben dieser bahn zertrümmern! Los kleinsten! Kacke ist das warm,0,0,1,0,0,0,0
ger_sample_track1_00056,"@DB_Bahn @trotzendorff Trotzi, Restaurant ist für die Business-Kasper, die allen erstes 6,90 für Linsensuppe zahlen. Bistro ist lowcost.",0,0,1,0,0,0,0
ger_sample_track1_00057,RT @Pommesflusterer: In der S-Bahn. Neben mir stinkt einer DERMASSEN nach Zigarettenrauch. Warum gibt es eigentlich keine Raucherabteile me…,0,0,1,0,1,0,0
ger_sample_track1_00058,Bahn-Chef Grube verspricht Ende der umgekehrten Wagenreihung: Im Zuge ihrer Service-Offensive verspricht die D... https://t.co/GMdWkcKarL,0,0,0,0,0,1,0
ger_sample_track1_00059,"RT @BahnAnsagen: ""So liebe Nachtschwärmerchen auf dem Weg nach Köln. Der Ausstieg liegt in Fahrtrichtung linksherum!"" (@ItsColeslaw) #Bahn …",0,0,0,0,0,0,0
ger_sample_track1_00060,Daimler und Bahn legen Carsharing zusammen http://t.co/SkmnFdI1br,0,0,0,0,0,1,0
ger_sample_track1_00061,@alextv So ein Scheiss! - S-Bahn Hamburg,0,0,1,0,0,0,0
ger_sample_track1_00062,Einigung auf Schlichtung: Lokführer beenden Bahn-Streik http://t.co/IdamICJA7K via @SPIEGELONLINE,0,0,0,0,0,1,0
ger_sample_track1_00063,"Gleich frage ich meine 70 jährige Nachbarin, ob sie putzt oder eine Bowling Bahn hat.",0,0,1,0,0,0,0
ger_sample_track1_00064,57jähr Frau von mehreren Männern in Bahn sexuell missbraucht ! https://t.co/bdDpbgbrKL #Flüchtlinge #Islam #Köln #Hamburg #maischberger,0,0,1,0,1,0,0
ger_sample_track1_00065,"Eurailpress.de S-Bahn Berlin erhält Teilnetz „Ring/Süd-Ost"": Das wettbewerbliche Vergabeverfahren für das Teil... https://t.co/UhLHVU8jvr",0,0,0,0,0,1,0
ger_sample_track1_00066,@pretky Ahrweiler selbst setzt auf den Flughafen Köln/Bonn. Dann weiter per Bahn. Aufhebung des #Bahnstreik löst gefühlt Chaos aus,0,0,1,0,0,0,0
ger_sample_track1_00067,"Dieselbe Verbindung mit Bahncard 25 günstiger buchen können, als mit Bahncard 50. Deutsche Bahn so.",0,0,1,0,0,0,0
ger_sample_track1_00068,RT @DB_Bahn: Wir wünschen Ihnen einen guten Rutsch & einen tollen Start ins neue Jahr – das letzte Wort hat der kleine ICE: https://t.co/nL…,0,0,0,0,0,1,0
ger_sample_track1_00069,"@DoofnussCaro @niolja19 @TheScorvo Der Moment, wenn deine Bahn keine Fahrt hat um mit dir zu freunden WAIT WUT",0,0,1,0,0,0,1
ger_sample_track1_00070,"Empörung über Pfandflaschen, DB-Tickets und IBM Thinkpads. Oder so. Wieder so ein typischer Twitter-Sonntag ^^ *Kaffee schlürf*",0,0,0,0,0,0,0
ger_sample_track1_00071,"Ich habe gerade einen Brief von der Deutschen Bahn bekommen. :-))) Das Geld, was der Automat geschluckt hat, kriege ich nicht zurück. :-)))",0,0,1,0,0,0,0
ger_sample_track1_00072,"Wenn es in der ganzen Bahn nach einer Mischung aus Scheiße und Pommes stinkt, weißt du, dass du doch im Bett hättest bleiben sollen.",0,0,1,0,1,0,0
ger_sample_track1_00073,@Matthiasw1994 Der Vorfall war von der #Bahn selbst gemacht. Die interne Kommunikation hat versagt. Es bestand zu keiner Zeit Gefahr.,0,0,0,0,0,1,0
ger_sample_track1_00074,Können wir die #ersteKlasse in der #bahn abschaffen bitte,0,0,1,0,0,0,0
ger_sample_track1_00075,"Staus an Pfingsten Am Freitag beginnen die Pfingstferien in Baden-Württemberg. Die sind inzwischen als Urlaubszeit fast so beliebt wie die Sommerferien. Das heißt: Die Straßen werden knüppelvoll werden, vor allem auch wegen des Lokführerstreiks. Viele werden wohl noch",0,0,0,0,0,0,0
ger_sample_track1_00076,"Re: Kaya Yanar ""Maik Hering sehr schöner Beitrag, alles über einem Kamm schären. ;) """"Treckies"""" ist ein umgangssprachlicher Begriff für Star Trek Fan. Sehr schön, dass wir alle Star Trek Fans sind ;) (bin wirklich einer XD) Es ist ein Hobby. Wie jedes andere. Wir handwerkeln sehr viel. Vom schleifen, sägen, nähen, bis hin zum bemalen und entwickeln eigener Designs. Klar, man muss sich erstmal trauen, sich von der Masse abzuheben. Ich hebe mich lieber so von der Masse ab, indem ich mich handwerklich weiterbilde und meine Kreativität auslebe, als mich jedes Wochenende auf Partys zu betrinken oder zuzuschauen, wie 20 Leute (2 stehen im Tor) einem Ball hinterher rennen (am besten sich dabei auch mit Bier zuschütten und Leute in der Bahn anpöbeln).""",0,0,0,0,0,0,0
ger_sample_track1_00077,"Re: Böhl-Iggelheim Tanja B. Mann wie stellst du dir das ganze so einfach vor? Manche Leute müssen z.B. ihren zug bekommen um ihren Kindern durch die Arbeit etwas bieten zu können und können sich eben kein Auto leisten, sollen diese nun auch einem Antrag an die deutsche bahn senden für einen Sonderzug? Und nicht jeder hat eine bezugsperson im ort. Manche stellen sich des so einfach vor ich hätte meiner freundin unter die Arme gegriffen allerdings muss ich um 5.32 uhr schon los mit dem zug fahren. Auto wird mir zu teuer... Man weiß ja normalerweiße früh genug wenn eine kraft in kur geht und kann sich um ersatz kümmern!!! Wo is die logik?",0,0,1,0,0,0,0
ger_sample_track1_00078,"wz.de Defekter Aufzug erzürnt Reisende am Hauptbahnhof Seit dem 1. April fährt der Fahrstuhl zu den Bahnsteigen 2 und 3 nicht mehr. Reisende nehmen teils gefährliche Auswege – etwa über die Gleise. Bahn hofft das Problem schnell zu beheben. Krefeld. Wer mit dem Kinderwagen, Rollstuhl oder Rollator unterwegs ist und dieser Tage vom Krefelder Hauptbahnhof von Gleis 2 oder 3 die Bahn etwa in Richtung Düsseldorf oder Mönchengladbach nehmen will, der hat ein Problem.",0,0,0,0,0,1,0
ger_sample_track1_00079,"Re: Deutsche Bahn Personenverkehr Das macht doch von der Logik her keinen Sinn. Ich kann das Ticket laden, bearbeiten oder stornieren, alles über die Ticket-Laden Funktion. Nur abspeichern, um es dann mit meiner hinterlegten Identifizierung vorzuzeigen geht nicht. Also muss ich unsinnig Papier verschwenden und es ausrucken. Toll Deutsche Bahn",0,0,1,0,0,0,0
ger_sample_track1_00080,"Re: DB Bahn lach Ihr Streikt doch eh immer nur , ich kann den ......Bus empfehlem und GÜNSTIGER !!!",0,0,1,0,0,0,0
ger_sample_track1_00081,"Re: DB Bahn Haha, was ist das bitte für eine Antwort? Was ist denn das für ein Verein, der seine Mitarbeiter, die mit öffentlichen Verkehrsmitteln und Menschen zu tun haben, nicht versichern lässt, wenn sie Menschlichkeit zeigen sollten, gerade jungen Müttern gegenüber? Und die anderen Passanten sind in der Richtung dann versichert, ja? Das sind echt unverschämte Antworten. So ein Kinderwagen wiegt ja auch eine Tonne, da kann man sich wirklich den Rücken kaputt machen. Die Bahn kann also nicht nur mit Verspätungen prahlen, sondern sorgt auch dafür, dass Fahrgäste ihren Zug verpassen. Bravo!",0,0,1,0,0,0,0
ger_sample_track1_00082,"Re: DB Bahn Liebe Bahn, kann meine Bahncard nicht mehr als Identifizierungskarte einsetzen – höchstwahrscheinlich weil sie letztes Jahr im Zug geklaut und missbräuchlich eingesetzt wurde. Wie eine kurze Recherche bei Facebook ergibt, bin ich nicht die einzige Person mit diesem Problem. Nur bei Eurer Hotline weiß keiner der vier (!) Personen, mit denen ich sprechen musste, eine Antwort. Noch kennt jemand überhaupt das Problem! Ich solle doch bitte eine Email schreiben. Das kann doch wohl nicht Euer Ernst sein. Warum benachrichtigt Ihr Eure Kunden denn nicht, wenn es ein Problem mit der Karte gibt? Das könnte man doch auch schön über eine Nachricht beim Login regeln. Und bitte jetzt nicht vorschlagen, dass ich eine andere Identifizierungskarte nehmen soll, dann beiße ich morgen im ICE in den Tisch.",0,0,1,0,0,0,0
ger_sample_track1_00083,"Re: GoodtoKnow Kira Bor damals in der bahn in Hamburg, unsere Diskussion",0,0,0,0,0,1,0
ger_sample_track1_00084,"Re: Süddeutsche Zeitung ""Ich finde es krass, wie gründlich Propaganda wirkt: Da schreibt die SZ, Weselsky habe ein SPRUCH von Luther imponiert, schon schäumen die FB-Wutmenschen: """"Sauerei, jetzt vergleicht er sich mit Luther"""". Täglich schreiben die Zeitungen Gehässiges über den GdL-Chef, und alle pöbeln: """"Der drängt sich so penetrant in die Öffentlichkeit"""". Ich mache mir große Sorgen um die humanistische Bildung in unserem Land - von der einst so aufgeklärten Süddeutschen mal ganz zu schweigen. Union und SPD demontieren mithilfe der Bahn das Streikrecht, und alle klatschen Beifall. Oder soll es Zufall sein, dass die staatseigene Bahn der zahmen EVG jetzt mehr in den Rachen geworfen hat, als die GdL je gefordert hat? Was wird sie der EVG wohl in Zukunft anbieten, wenn es keine streiklustige GdL mehr gibt?""",0,1,1,0,0,0,0
ger_sample_track1_00085,"Re: Unser Chemnitz und Karl-Marx-Stadt Das Problem bei dieser Sache ist,daß die Bahn eine interne Behörde besitzt,die sich auch Denkmal geschützten Objekten befasst.Die besagte Abteilung entschied immer für die Bahn.",0,0,1,0,0,0,0
ger_sample_track1_00086,"ots.de Rheinische Post: Fahrgastverband sieht Chancen für dauerhaftes Ende des Bahnstreiks ""RPO: Rheinische Post: Fahrgastverband sieht Chancen für dauerhaftes Ende des Bahnstreiks http://t.co/d6VRGB1D1e Düsseldorf (ots) - Der Fahrgastverband """"Pro Bahn"""" sieht gute Chancen für ein dauerhaftes und wirksames Ende des Bahnstreiks. """"Für die Schlichtung gibt es nicht allzu viele...""",1,0,0,0,0,0,0
ger_sample_track1_00087,"Re: FOCUS Online Köln: Deutscher ersticht türkische Studentin Gizem Peker(20) von deutschen Kommilitonen getötet In der deutschen Stadt Köln ist die türkische Studentin Gizem Peker (20) von einem deutschen Kommilitonen mit Messerstichen getötet worden. Das Drama ereignete sich am Freitagabend gegen 21.30 im Kölner Ortsteil Ostheim in der Nähe des Hauses von Peker auf dem Weg zur S-Bahn Haltestelle. Der 21 Jährige deutsche Student, der in derselben Universität studiert, stellte sich im Stadtteil Kalk der Polizei. Während die Familie der jungen Türkin aus Elazıg unter Schock steht, legten die Freunde von Peker am Tatort Blumen nieder. Die Kölner Polizei gab bislang keine Auskunft zu den Einzelheiten der Tat. Die Ermittlungen gehen weiter.",0,0,0,1,0,0,0
ger_sample_track1_00088,"Re: FOCUS Online Muß ich als DB mit ner schwarzen werben , oder sind die weißen Züge ?",0,0,0,0,0,0,0
ger_sample_track1_00089,"Re: SWB Bus und Bahn Zurzeit keine nennenswerten Verspätungen bei Bus und Bahn in Bonn, außer auf den Linien 608 + 609. uf (08:45)",0,0,0,0,0,1,0
ger_sample_track1_00090,"Ramelow kritisiert Bundesregierung und Bahn vor Schlichtung scharf Im Tarifkonflikt bei der Deutschen Bahn hat der frisch berufene Schlichter Bodo Ramelow (Linke) die Bundesregierung und die Bahn scharf kritisiert. Der Bund als Eigentümer der Bahn habe freie Tarifverhandlungen reglementieren wollen, sagte Thüringens",0,0,0,0,0,1,0
ger_sample_track1_00091,Bahnrechner für MRB? Hallo :)Kennt jemand einen Rechner für die Preise der MRB? (Mittelrheinbahn) gutefrage.net-Tag: Bahn gutefrage.net-Tag: Mittelrheinbahn gutefrage.net-Tag: mrb,0,0,0,0,0,1,0
ger_sample_track1_00092,Ellen Kamrad vergrößert Location-Auswahl und Full-Service Angebote auf MallorcaPresseportal INAR – Pressemitteilungen und aktuelle Nachrichten Ellen Kamrad Eventmanagement aus Köln vergrößert Location-Portfolio für Full Service Veranstaltungen und Tagungen auf Mallorca. Mit einer vergrößerten Location-Auswahl auf Mallorca startet die Veranstaltungsagentur von Ellen Kamrad aus Köln in das n,0,0,0,0,0,1,0
ger_sample_track1_00093,"Schüler äußerten ihre Wünsche | Wels ""Die Jugendlichen diskutierten mit Vizebürgermeister Gerhard Kroiß. Rund 800 Schüler nahmen an der Aktion teil. (Foto: Stadt Wels) Etwa 800 Teilnehmer zählte die Aktion """"Du und deine Stadt"""" heuer. WELS. Erstmals mit Jugendreferent Gerhard Kroiß ging""",0,0,0,0,0,1,0
ger_sample_track1_00094,"Die Hitze hat Deutschland im Griff Panorama mehrerer Züge schlapp: Wegen ausgefallener Kühlung seien am Donnerstagnachmittag fünf Regional- und Fernzüge gestoppt worden, teilte ein NRW-Sprecher der Deutschen Bahn mit. Drei Intercitys auf dem Weg nach Hamburg wurden in Köln und Dortmund aus",0,0,0,0,0,1,0
ger_sample_track1_00095,"Verkehr im Höllental kommt zum Erliegen Hinterzarten/Buchenbach (dpa/lsw) - Erst ein Erdrutsch an der Bahnlinie, dann starker Schneefall haben im Höllental im Schwarzwald am Wochenende zu erheblichen Behinderungen im Bahn- und Straßenverkehr geführt. Am frühen Sonntagmorgen kamen auf den B",0,0,0,0,0,1,0
ger_sample_track1_00096,"Fährt mal bei mir in der nä... Fährt mal bei mir in der nähe bei der größten indoor Bahn Europas mit 2,5 kilometer﻿",0,0,0,0,0,1,0
ger_sample_track1_00097,"Re: Ein Restaurant verbietet allen Kindern unter sieben Jahren den Zutritt. Was dann geschah, ist erschütternd... Ich kann beide Seiten verstehen. Meine Erfahrung mit Eltern ist auch nicht immer positiv. Sei es in der Bahn oder im Cafe. Erziehung bedeutet sich zu kümmern. Und genau das können einige nicht. Jede Seite hat Bedürfnisse die Berücksichtigung finden sollten. Aber kein Freifahrtschein für Eltern bedeutet. Kümmert euch um eure Kinder diese sind keine Dekoration.",0,0,0,0,0,0,0
ger_sample_track1_00098,Kleintransporter trifft auf Straßenbahn Meldung des Polizeipräsidiums Mannheim: Bei der Kollision zwischen... Kleintransporter trifft auf Straßenbahn Meldung des Polizeipräsidiums Mannheim: Bei der Kollision zwischen einem Kleintransporter und einer Straßenbahn der Linie 3 wurden am Donnerstagnachmittag drei Insassen der Bahn leicht verletzt. Darüber hinaus entstand ein Sachschaden von rund 30.000.-…﻿ -Article: Bei der Kollision zwischen einem Kleintransporter und einer Straßenbahn der Linie 3 wurden am Donnerstagnachmittag drei Insassen der Bahn leicht verletzt. http://www.neckarstadtblog.de/2015/09/03/kleintransporter-trifft-auf-strassenbahn/,0,0,0,0,0,1,0
ger_sample_track1_00099,"Re: Als angeblicher ""Flüchtling"" alles gratis, als Deutscher muss ich für alles zahlen, Rechnungen/Mahnungen... Da haben die Kontrolleure keine Schuld das sind die obersten die von Bahn und bahngeschäfte keine Ahnung haben da sie aus der Autoindustrie kommen sollten wider die DR einsetzen da gab es das nicht",0,0,1,0,0,0,0
