id,text,Anger,Disgust,Fear,Sadness,Joy,Surprise,Neutral
som_sample_track1_00031,Inta jacayl barnamijka tanaaad zo dhigo Like haaa igu caaawizo   🙏🏻🙏🏻🙏🏻🙏🏻,0,0,0,0,0,0,1
som_sample_track1_00032,Masha alh in Aad so dhaqsato adiga ooon waxba dadka ufaaa iiideynkarin waxa kawanagsan in aaad sooo dahdo adigo saaan wax noga fa idenkara hashaleeen wlll sare mahadsanid,0,0,0,0,0,0,1
som_sample_track1_00033,Wlll inan so aaado baaan rabaaa sideee lagu imaaankaraaa mahadsanid,0,0,0,0,0,0,1
som_sample_track1_00034,"Odaygaaa runta u dhaw. Wiiilka yarna nin shaqo tagay buuu u ekaaa. Hada ka hor nin baaa laga sheeegay waaalida rer galbeeedku xataaa walida kale way ka doqonsan tahay. War dhaqanka galbeeedka ilmo intaaa ka yar baaa xooola raaaca, sanadku marka uuu dhamadana wixiiisa qaaata. Buuu",0,1,0,0,0,0,0
som_sample_track1_00035,Wiiilkaaan waaan la murugoooday Dhib badan buuu maray Alllah waxaaan uga baryayaaa nolishiiisa inta ka harsan inuuu farxad ku nolaysiiiyo murugadana ka qaaado,0,0,0,1,0,0,0
som_sample_track1_00036,sxb fadlan haaad aragtid   qoralkan hah kajeysenan fudlan subscribe   isar   mahadsanid,0,0,0,0,0,0,1
som_sample_track1_00037,Somalidu iyadaaa dhibta siii hurisa xukun xumada kuwiii riday Aabaha saqiiirka dhalay iyo ninkiii qashay qoladiiisa way isku halaaagayaaan Dhacdadaaan waxay isu badali kartaaa dakanoooyin iyo dad in looo laaayo sida somalida caaadada u ah,0,0,1,0,0,0,0
som_sample_track1_00038,isu sooo duuub duuubooo somalida guuud ahaaan waxaaa Noqoneysaaa xawayaaano. dhacdoooyinka laga diwaaan geliyey,0,1,0,0,0,0,0
som_sample_track1_00039,Magaaaloooyinka sooomaaalida barnaaamijyo ka diyaaari. 3 magaaalo ooo sooomaaali ah ayanu u baaahanahy,0,0,0,0,0,0,1
som_sample_track1_00040,I am new like igu sooo dhaweeeya,0,0,0,0,0,0,1
som_sample_track1_00041,Anigu hdan maqlo Uruguay wxa igu so dhacay luiz Suarez iyo Edison cavani 👏,0,0,0,0,0,0,1
som_sample_track1_00042,Igu caaawi wlll   Like   Adigo iga raaaliya wlll 🙏🙏🙏,0,0,0,0,0,0,1
som_sample_track1_00043,mahadsanid sxb jazaaakalllaaahu khayraaa   bal bedka markale nooogu noqo,0,0,0,0,0,0,1
som_sample_track1_00044,Masha alah meshan waaan u dalxiiis tagay waliba somalia aaad bay ugu dhawdahay,0,0,0,0,1,0,0
som_sample_track1_00045,masha alllah thnks wlll waxbdan ayaaa kaaa faaaidnay alllha ku dhawro❤,0,0,0,0,0,0,1
som_sample_track1_00046,Waxan ka faaa idey clipkan wax badan mahadsanid wlll,0,0,0,0,1,0,0
som_sample_track1_00047,Wax badan baaan kafa iday sxb mahadsanid,0,0,0,0,1,0,0
som_sample_track1_00048,waaar yaaada sxpayaaal xageeed ka dhacdeeen waaan kugu daaalay sxp tanaaad sooo dhawooow mar sadexaaad lkn hanooo jarjarin,0,0,0,0,0,0,1
som_sample_track1_00049,Sxb yutubeka waka cajistay maxaaa dhacay in dad badan ku gu xiranyihiiin ooo wax kasugayan soma ogid,1,0,0,0,0,0,0
som_sample_track1_00050,Tanadow waaad naga xiiisa dhacdey sxbow hanaga cajisin,0,0,0,0,0,0,1
