id,text,Joy,Fear,Anger,Sadness,Disgust,Neutral,Surprise
hin_sample_track1_00045,"उसकी आँखों में देखना, जैसे पूरी दुनिया थम सी जाती है।",1,0,0,0,0,0,0
hin_sample_track1_00046,"ये तो कितना बदबूदार है, इससे मेरा भोजन पकाने का मन ही नहीं करेगा!",0,0,0,0,1,0,0
hin_sample_track1_00047,"नई जगहों का अनुभव करने का मज़ा ही कुछ और है, यह सफ़र अद्वितीय था!",1,0,0,0,0,0,0
hin_sample_track1_00048,"कितनी देर लगती है, यह सब काम खत्म करने में!",0,0,1,0,0,0,0
hin_sample_track1_00049,"उसने इतनी कम वक्त में रन बना लिया, यह बड़ी बात है!",0,0,0,0,0,0,1
hin_sample_track1_00050,डांसिंग की तरह ही स्विमिंग भी एक फुल बॉडी एक्‍सरसाइज है। ,0,0,0,0,0,1,0
hin_sample_track1_00051,"इस पास्ता में इतनी मिर्च मिली है, मुझे पेट में जलन हो रही है।",0,0,1,0,0,0,0
hin_sample_track1_00052,इस जन्मदिन पर जहां का सारा प्यार मिले आपको ! ,1,0,0,0,0,0,0
hin_sample_track1_00053,मैं विंबलडन 2024 कहां स्ट्रीम कर सकता हूं?,0,0,0,0,0,1,0
hin_sample_track1_00054,आंधी में पेड़-पौधों और बिजली के तार  रोड मे गिरा हुआ था ।,0,1,0,0,0,1,0
hin_sample_track1_00055,"मां ने उसे समझाया, पर वह नहीं सुनी और अब ट्रैफ़िक जाम में फसे   है।",0,0,1,0,0,0,0
hin_sample_track1_00056,बारिश के साथ चमकती बिजलियाँ भयानक लगती हैं।,0,1,0,0,0,0,0
hin_sample_track1_00057,"ये होलिडे प्लान किसने बनाया, बहुत बेकार है!",0,0,1,1,1,0,0
hin_sample_track1_00058,"ये नेता लोग केवल अपने फायदे के लिए काम करते हैं, लोगों की सेवा का नाटक करते हैं।",0,0,1,0,0,0,0
hin_sample_track1_00059,ट्रेन का खाना बिल्कुल खराब था।,0,0,0,0,1,0,0
hin_sample_track1_00060,ऐसी टाइम मशीन होती तो कितना मज़ा आता!,1,0,0,0,0,1,0
hin_sample_track1_00061,"माता-पिता का शिक्षक को सम्मान न देना, बच्चों के लिए गलत संदेश है।",0,0,0,0,0,1,0
hin_sample_track1_00062,"ट्रैफिक नियमों की अनदेखी करने वाले ड्राइवरों से आए दिन हादसे होते हैं,",0,1,0,0,0,1,0
hin_sample_track1_00063,किताब पढ़ते हुए शाम बिताना बेहद सुकूनदायक है।,1,0,0,0,0,0,0
hin_sample_track1_00064,"वह हमेशा अपने दोस्तों को मुझसे ज्यादा अहमियत देता है, उसने मेरा सीक्रेट तक अपने दोस्तों को बता दिया ।",0,0,1,0,0,0,0
hin_sample_track1_00065,लोकतंत्र को इन लोगों ने बस एक मजाक बना रखा है!,0,0,1,0,1,0,0
hin_sample_track1_00066,होटल पहुंचकर बुकिंग रद्द मिली।,0,0,0,1,0,1,0
hin_sample_track1_00067,"सुबह उठकर व्यायाम करता हूँ, फिर नाश्ता करके काम शुरू करता हूँ।",0,0,0,0,0,1,0
hin_sample_track1_00068, 53 डिग्री सेल्सियस तापमान   में बिना फैन के सोना ।,0,0,0,1,0,0,0
hin_sample_track1_00069,मै रात भर ख्वाब देखता रहा ।,0,0,0,0,0,1,0
hin_sample_track1_00070,बारिश ने सब कुछ बिगाड़ दिया ।,0,0,1,1,0,0,0
hin_sample_track1_00071,"वे एक यात्रा पर जाने की योजना बना रहे हैं, पर अभी तक तिथि निर्धारित नहीं हुई है।",0,0,0,0,0,1,0
hin_sample_track1_00072,ऑनलाइन शॉपिंग में धोखा हो गया!! पैसा वापस मिलेगा या नहीं?,0,1,0,1,0,0,0
hin_sample_track1_00073,भीड़ और अनुचित बातचीत से मेरा खरीदारी का मन उठ जाता है।,0,0,0,1,0,0,0
hin_sample_track1_00074,इतनी बड़ी झील मैंने पहले कभी नहीं देखी!,0,0,0,0,0,0,1
hin_sample_track1_00075,"रात को तूफान आने की संभावना है, हमें सुरक्षित जगह ढूंढ़नी होगी।",0,1,0,0,0,0,0
hin_sample_track1_00076,"मेरी जान, तुम्हारे बिना मैं अधूरा हूँ। ",0,0,0,0,0,1,0
hin_sample_track1_00077,अरे वाह ! ये ब्रांड यहाँ भी है?,1,0,0,0,0,0,1
hin_sample_track1_00078,"वॉव, तुमने इतनी खूबसूरत मूर्ति बनाई? ये तो कमाल है!",1,0,0,0,0,0,1
hin_sample_track1_00079,चुनावी नतीजों ने सबको हैरान कर दिया।,0,0,0,0,0,0,1
hin_sample_track1_00080,"वो दिन याद आते हैं जब हम सब मिलकर हंसते-खेलते थे, आज वह सब कुछ अधूरा सा लगता है।",0,0,0,1,0,0,0
hin_sample_track1_00081,"ट्रेन की इतनी गंदी सीटें, कैसे बैठें यहाँ?",0,0,0,0,1,0,0
hin_sample_track1_00082,क्या होगा अगर लंबी छलांग मैं ठीक से लैंड नहीं कर पाया?,0,1,0,0,0,0,0
hin_sample_track1_00083,"ये ड्रेस कितनी सुंदर है, और कीमत भी सही है!",1,0,0,0,0,0,0
hin_sample_track1_00084,इस खाने में ज़रा भी स्वाद क्यों नहीं है???,0,0,1,0,0,0,0
hin_sample_track1_00085,"उसका शौक है रात भर मोबाइल  गेम्स खेलना, पर मुझे इससे घृणा होती है।",0,0,1,0,1,0,0
hin_sample_track1_00086,अनजान रेगिस्तान में खोने का खौफ हमेशा सताता है।,0,1,0,0,0,0,0
hin_sample_track1_00087,"""वाह, यहाँ के लोग कितने अच्छे हैं! मुझे यकीन नहीं हो रहा।""",1,0,0,0,0,0,1
hin_sample_track1_00088,"""होलीडे प्लान्स बिगड़ गए, यह जगह इतनी गंदगी से भरी हुई है, मुझे असह्य लग रहा है।""",0,0,1,0,1,0,0
hin_sample_track1_00089,"""मैंने इसे बस एक हफ्ते पहले खरीदा था और अब इसमें दरार हो गई है!""",0,0,1,1,0,0,0
hin_sample_track1_00090,"""आजकल का मौसम कुछ अलग है।""",0,0,0,0,0,1,0
hin_sample_track1_00091,"लोग कहने लगे हैं की मेरी कहानियों में अब वो जज्बात नहीं रहे, क्या हुआ? क्या कहूँ की उसके बिना मुझे अब लिखने का मन ही नहीं करता।",0,0,0,1,0,0,0
hin_sample_track1_00092,"""वाह, इस बार लगता है हम बहुत मज़े करेंगे।""",1,0,0,0,0,0,0
hin_sample_track1_00093," ""सही कहा आपने, यहां की हालत देखकर हमें यहां रहना नहीं चाहिए।""",0,0,0,0,1,0,0
hin_sample_track1_00094,"""विश्व कप की तैयारियाँ कैसी चल रही हैं?""",0,0,0,0,0,1,0
hin_sample_track1_00095,"""क्या! उस नेता ने पार्टी छोड़ दी? यह कैसे हो सकता है?""",0,0,0,0,0,0,1
hin_sample_track1_00096," ""उसकी गोलकीपिंग को देखकर मुझे गुस्सा आ रहा है।""",0,0,1,0,0,0,0
hin_sample_track1_00097,तुम्हारी ख़ुशबू से मेरी रूह को सुकून मिलता है।,1,0,0,0,0,0,0
hin_sample_track1_00098,"""वहां का वीज़ा प्राप्त कर लिया?"" ""हाँ, सब फॉर्मलिटीज़ पूरी हो गईं।""",0,0,0,0,0,1,0
hin_sample_track1_00099,"रोज़ाना यही काम,  बोर नहीं हो जाती तुम ?",0,0,0,1,0,0,0
hin_sample_track1_00100,क्या ये दुकानदार हमें बेवक़ूफ़ समझता है?,0,0,1,0,0,0,0
