id,text,Joy,Fear,Anger,Sadness,Disgust,Neutral,Surprise
tat_sample_track1_22,фуу андый кызлар ямьсез,0,0,0,0,1,0,0
tat_sample_track1_23,"кызлары шундый ямьсез бит,яхшылап караган идем,шушы маймылга охшаганнар",0,0,0,0,1,0,0
tat_sample_track1_24,"фу...сасыган марҗа яратуче син мәллә",0,0,0,0,1,0,0
tat_sample_track1_25,фу алай эчеп булмай,0,0,0,0,1,0,0
tat_sample_track1_26,"хуть фотога тошеп монда куйганчы,башта аягыны юарага иде)бармак арасынын пычраклыгы ужас))",0,0,0,0,1,0,0
tat_sample_track1_27,анда пычрак ищ  😕,0,0,0,0,1,0,0
tat_sample_track1_28,"ой, ул пычрак политикага керэсе дэ килми)",0,0,0,0,1,0,0
tat_sample_track1_29,НИНДИ ЯМЬСЕЗ ЯШЕЛ ӘЛӘМ!!!,0,0,0,0,1,0,0
tat_sample_track1_30,Минеке дә 19 булачак.Беренче тапкыр булгач нык куркыта,0,1,0,0,0,0,0
tat_sample_track1_31,"“Тел бетеп бара. Яшьләребез русча сөйләшә. Халык үзара русча сөйләшә, балалары белән русча сөйләшә. Бу хәзер шулай. Ә 20 елдан ни булыр?”",0,1,0,0,0,0,0
tat_sample_track1_32,миңа бала белән массаҗга барасы куркып торам әле...,0,1,0,0,0,0,0
tat_sample_track1_33,"поворотник бирмэу ул привычка була башлый лень, бер кеше тоже поворотник кушмый торган чагы бар иде бер борылган аркылы камаз изгэн и улгэн! Ул бит бер генэ була шуна юлларда сак йорегез, водитель икэнсез игтибарлы булып йорегез!",0,1,0,0,0,0,0
tat_sample_track1_34,"борчылам!Алар арасында булачак укытучылар булуы момкин!Э хэзердэн ук узлэренен белемнэренэ шулай жавапсызлык белэн караган кешедэн ничек яхшы укытучы чыксын?!",0,1,0,0,0,0,0
tat_sample_track1_35,"мин уз фикеремне генэ яздым, э шул кафе янанда яшэуче халык нишли микэн???? 😱",0,1,0,0,0,0,0
tat_sample_track1_36,мин теге егет турында язган кыз мин куркам эйтрегэ чонки мин иптэше буларак белэм ничек анын ачуы килэ бер кыз аны яратканга.,0,1,0,0,0,0,0
tat_sample_track1_37,Матае бигрәк куркыныч. Аллаһ сакласын мондый матайга утырудан.,0,1,0,0,0,0,0
tat_sample_track1_38,"Алла сакласын инде. Заманалар бер дә тыныч түгел, кызганычка каршы... Ләкин бирешмәскә тырышырга, бер-беребезне сакларга, аңларга тырышырга кирәк һәрберебезгә.",0,1,0,0,0,0,0
tat_sample_track1_39,"белмим инде, Алла сакласын! Андый жирдән кеше булып чыкмыйлар! Димәк, көтмәскә((",0,1,0,0,0,0,0
tat_sample_track1_40,"синен бу сузлэрдэн,эллэ ничек куркыныч булып китте 😱 😱",0,1,0,0,0,0,0
tat_sample_track1_41,Ахырзамана кызлар егетлэр урлый башлый скоро😱😱,0,1,0,0,0,0,0
tat_sample_track1_42,Мин яна гына видеосын карадым шул машина эчендэ бер кеше утыра зэп-зэнгэр кошмар,0,1,0,0,0,0,0
tat_sample_track1_43,"кошмар!  Узем дачалар кырында торам алар монда коту бн йорилэр куркыныч!!! Хэм мин ничек баланы курыкма алардан дип чыгарып жибэрим??? Алар бит куп!!! Даже олы кешегэ ыргылалар!!!!!",0,1,0,0,0,0,0
tat_sample_track1_44,"😊 ой, рәхмәт кемгәдер мактау сүзләре өчен )",1,0,0,0,0,0,0
tat_sample_track1_45,Язның беренче көне белән 😊,1,0,0,0,0,0,0
tat_sample_track1_46,Бик зур рәхмәт яхшы сүзләрегез өчен!,1,0,0,0,0,0,0
tat_sample_track1_47,"Накия апа, Җылы сүзләрегез өчен зур рәхмәт!",1,0,0,0,0,0,0
tat_sample_track1_48,Бик дөрес! Кайда гына тормадым- Казаннан да яхшы шәһәр юк минем өчен!,1,0,0,0,0,0,0
tat_sample_track1_49,Синең белән бергә ничек рәхәт безгә,1,0,0,0,0,0,0
tat_sample_track1_50,"бик шәп! Әтиегезгә афәрин!",1,0,0,0,0,0,0
tat_sample_track1_51,"тыныч йокыыы))Төнге Казан бигрәк матур инде....",1,0,0,0,0,0,0
tat_sample_track1_52,Рәхмәт яхшы сүзләрегез өчен.,1,0,0,0,0,0,0
tat_sample_track1_53,Кем нэрсэ эшли?! Э мин менэ жир йозенен  бер матур почмагында коймак пешердемдэ тэмлэп чэй эчеп утырам дуслар!!:-)😊 анонимно,1,0,0,0,0,0,0
tat_sample_track1_54,номерга карагыз- Уут! Аагонь!))),1,0,0,0,0,0,0
tat_sample_track1_55,"балалар еклый-кайф,мин мунчадансон ятам- двойной кайф.^_^",1,0,0,0,0,0,0
tat_sample_track1_56,"ааааааа...яна жыр чыкты Ленар яшеннен,кайфуем,ппц матур****гашыйк булдым жырга....Исем китми бутэн",1,0,0,0,0,0,0
tat_sample_track1_57,"Кызлар , рәхмәт җылы сүзләрегезгә ! Язганнарыгыз минем күңелемне дә тибрәтте . 😊 🌹 🌹 🌹",1,0,0,0,0,0,0
tat_sample_track1_58,Ак чәчәкләр кебек кар ява,0,0,0,0,0,1,0
tat_sample_track1_59,Гөнаһсыз җан иясе.,0,0,0,0,0,1,0
tat_sample_track1_60,Акча юк,0,0,0,0,0,1,0
tat_sample_track1_61,Иң яхшы сәүдә һәм иң яхшы кәсеп-кешеләрнең үз куллары белән башкарган эше.,0,0,0,0,0,1,0
tat_sample_track1_62,Үткәннәрсез киләчәк булмый.,0,0,0,0,0,1,0
tat_sample_track1_63,Казанга авылдан күп яшьләр укырга киләләр.,0,0,0,0,0,1,0
tat_sample_track1_64,кыш күңелләрдә тынлык урнаштыра.,0,0,0,0,0,1,0
tat_sample_track1_65,Уфада гыйбадәт кылучы карт һәйкәле янган,0,0,0,0,0,1,0
tat_sample_track1_66,Безнең урам мәчеләре тышка чыгып качтылар,0,0,0,0,0,1,0
tat_sample_track1_67,ярты сэгать ерак тугел индэ 😐,0,0,0,0,0,1,0
tat_sample_track1_68,Шундый эшләр өчен акча алырга гадәттә юк,0,0,0,0,0,1,0
tat_sample_track1_69,Елның иң яхшы көрәшчесе буенча язма әзерләнә,0,0,0,0,0,1,0
tat_sample_track1_70,"Бер тамчы аракы эчсэн дэ, кырык кон догалар кабул булмый.",0,0,0,0,0,1,0
tat_sample_track1_71,мин бу кинаны карадым ул миндә хәттә коллекөиядә бар,0,0,0,0,0,1,0
tat_sample_track1_72,Бу фильмны күз яшьләрсез карап булмый....,0,0,0,1,0,0,0
tat_sample_track1_73,Акча юк икэн минем😒,0,0,0,1,0,0,0
tat_sample_track1_74,Бу җыр вафат булган әтиләребезгә багышлана.,0,0,0,1,0,0,0
tat_sample_track1_75,Бөтен хәлак булган кешеләрнең җаны җәннәттә булсын😥,0,0,0,1,0,0,0
tat_sample_track1_76,"Оялырга кирәк җәмәгать,бу кыз  урамда намаз укый,ә без хәтта мәчеткәдә бармыйбыз(",0,0,0,1,0,0,0
tat_sample_track1_77,Мин алтыда гына бушыйм((,0,0,0,1,0,0,0
tat_sample_track1_78,"миндә белмим көне буе кәефем юк бүген",0,0,0,1,0,0,0
tat_sample_track1_79,И мескен бала... әти -әнине сайлап алмыйлар шул.,0,0,0,1,0,0,0
tat_sample_track1_80,"ИИИ, мескен бала, тон буе шулай йоклаган инде. Курмэдем бит))",0,0,0,1,0,0,0
tat_sample_track1_81,"дөрес язасың,опека ни карый,ул мескен балалар кызганыч 😔",0,0,0,1,0,0,0
tat_sample_track1_82,"Эй, дустым, бу кадэр елап- елап  эзлэп тэ табылмасалар...",0,0,0,1,0,0,0
tat_sample_track1_83,"Мескен бала! Бер дэ кызык тугел, жэмэгать!",0,0,0,1,0,0,0
tat_sample_track1_84,"Исән бит ул кыз!!!Авырта гына 😔 Әй,мескенкәй,кинәт кенә...Эх!!",0,0,0,1,0,0,0
tat_sample_track1_85,Да вообще эйбэт ява ! Сабантуй вакытында блин...,0,0,0,1,0,0,0
tat_sample_track1_86,"Туфрагы жинел, урыны ожмахта булсын😔😔😔",0,0,0,1,0,0,0
tat_sample_track1_87,Бу урыс авылы икән,0,0,0,0,0,0,1
tat_sample_track1_88,бу тагы нәрсә инде?,0,0,0,0,0,0,1
tat_sample_track1_89,Күзләремне ачтым. Кайда соң мин?,0,0,0,0,0,0,1
tat_sample_track1_90,Ә мин аны кыз язган дип уйладым),0,0,0,0,0,0,1
tat_sample_track1_91,"сәер халык сез. Берсенә ""ханым"" дияргә ярамый, кияүдә булса да, икенчесенз ""сез"" ярамый... Минем сезнең белән бер самавырдан чәй эчкән юк бит, ничек мин сезгә ""син"" диим соң? 😳",0,0,0,0,0,0,1
tat_sample_track1_92,"Мадина, узеп аптырап киттем) ничек икан мин, шулай матур язып куйдым)))",0,0,0,0,0,0,1
tat_sample_track1_93,"сез мона, сезгэ акча саласыннарына хаман да ышанасызмы??? 😳 ☺",0,0,0,0,0,0,1
tat_sample_track1_94,"мин төшемдә керпене писталет белән көрдәм... Вот нәрсәгә ул?😳",0,0,0,0,0,0,1
tat_sample_track1_95,"мина да 230 тула бугай.яшьти бер бер елгылар тугелме сон?",0,0,0,0,0,0,1
tat_sample_track1_96,Болар арасында бер кыз бар 😱 😂,0,0,0,0,0,0,1
tat_sample_track1_97,Мондый егет була мени?😱 Ойлэнмэгэн килеш условиялэр куеп ята 😁,0,0,0,0,0,0,1
tat_sample_track1_98,"татарча диелгэн тугел ме сон? 😳",0,0,0,0,0,0,1
tat_sample_track1_99,карагыз эле! Фирдус абый монда да жырлый:),0,0,0,0,0,0,1
tat_sample_track1_100,"нинди ужас булсын ди ул? 😨",0,0,0,0,0,0,1
